month,site_xn_route,loc_leg,direction,y2018,y2019,y2020,ratio,loc_desc
4,7584,59468,S,NA,9279,18249,1.966698997736825,(BIKE PATH) KOONUNG TRAIL SE BD 44M NE OF CLIFTON ST
4,7588,59450,E,NA,24056,19730,0.8201696042567342,(BIKE PATH) CAPITAL CITY TRAIL E BD 25M W OF BOWEN CRES
4,7588,59451,W,NA,28500,24828,0.8711578947368421,(BIKE PATH) CAPITAL CITY TRAIL W BD 25M W OF BOWEN CRES
4,7592,59483,N,NA,1762,3678,2.087400681044268,(BIKE PATH) ANN TRAIL NO:2 NW BD 300M EAST OF PRINCESS ST
4,7592,59484,S,NA,1986,3679,1.852467270896274,(BIKE PATH) ANN TRAIL NO:2 SE BD 300M EAST OF PRINCESS ST
4,7596,59489,E,NA,16597,9261,0.5579924082665542,(BIKEPATH) MORELAND ST PATH NE BD 50 M N OF PARKER ST
4,7596,59490,W,NA,10282,6613,0.6431628087920638,(BIKEPATH) MORELAND ST PATH SW BD 50 M N OF PARKER ST
4,7600,59471,N,NA,12942,4745,0.36663575954257455,(BIKEPATH) NAPIER ST PATH N BD 50M N OF GREEVES ST
4,7600,59472,S,NA,14493,6562,0.4527703029048506,(BIKEPATH) NAPIER ST PATH S BD 50M N OF GREEVES ST
4,7604,59466,N,NA,7309,17782,2.4328909563551786,(BIKEPATH) MAIN YARRA TRAIL NW BD NEAR THE CHANDLER HWY BRIDGE
4,7604,59467,S,NA,10905,19826,1.818065107748739,(BIKEPATH) MAIN YARRA TRAIL SE BD NEAR THE CHANDLER HWY BRIDGE
4,8172,59487,N,NA,13441,18205,1.354437913845696,(BIKE PATH) MAIN YARRA TRAIL NO:1 NW BD ALONG YARRA BVD 66M W OF OF C'LINK OPASS
4,8172,59488,S,NA,12652,16364,1.2933923490357255,(BIKE PATH) MAIN YARRA TRAIL NO:1 SE BD ALONG YARRA BVD 66M W OF OF C'LINK OPASS
4,8176,59446,E,NA,27080,20970,0.7743722304283605,(BIKE PATH) SOUTH BANK E BD UNDER PUNT RD BRIDGE
4,8176,59447,W,NA,24643,15553,0.6311325731445036,(BIKE PATH) SOUTH BANK W BD UNDER PUNT RD BRIDGE
4,8180,59448,N,NA,15026,9689,0.6448156528683615,(BIKE PATH) UPFIELD RAILWAY LIN N BD 10M S OF PARK ST
4,8180,59449,S,NA,18173,11302,0.6219116271391625,(BIKE PATH) UPFIELD RAILWAY LIN S BD 10M S OF PARK ST
4,8184,59469,N,NA,39487,32086,0.812571225973105,(BIKE PATH) GARDINERS CREEK TRAIL NW BD 66M W OF CITYLINK OVERPASS
4,8184,59470,S,NA,38156,31685,0.8304067512317853,(BIKE PATH) GARDINERS CREEK TRAIL SE BD 66M W OF CITYLINK OVERPASS
4,8188,59462,N,NA,11128,8576,0.7706685837526959,"(BIKE PATH) ST. GEORGES RD NO.2 N BD, N OF BELL ST"
4,8188,59463,S,NA,11151,8041,0.7211012465249753,"(BIKE PATH) ST. GEORGES RD NO.2 S BD, N OF BELL ST"
4,8192,59456,N,NA,18197,26044,1.4312249271858,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 N BD ADJ ESTELLA ST
4,8192,59457,S,NA,18737,25079,1.3384746757752042,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 S BD ADJ ESTELLA ST
4,8196,59473,N,NA,1167,1522,1.3041988003427591,(BIKE PATH) PHILLIP ISLAND RD PATH NW BD BTW BUNVEGAN CR & GLEN ST
4,8196,59474,S,NA,1002,1356,1.3532934131736527,(BIKE PATH) PHILLIP ISLAND RD PATH SE BD BTW BUNVEGAN CR & GLEN ST
4,9077,23042,E,NA,16199,4621,0.28526452250138895,(BIKE LANE) ALBERT ST EB 50M E OF MORRISON PL
4,9077,40292,W,NA,16544,4999,0.3021639264990329,(BIKE LANE) ALBERT ST WB 50M W OF LANSDOWN ST
4,9079,59477,E,NA,2747,5882,2.141244994539498,(BIKE PATH) DAREBIN CREEK PATH E BD NEAR HEIDELBERG ROAD NEAR WILLOW BANK GROVE
4,9079,59478,W,NA,3429,7333,2.1385243511227765,(BIKE PATH) DAREBIN CREEK PATH W BD NEAR HEIDELBERG ROAD NEAR WILLOW BANK GROVE
4,9999,20272,N,NA,24,19,0.7916666666666666,(BIKE LANE) ST. KILDA RD N BD 25M N OF CONVENTRY ST
4,9999,32153,S,NA,40125,19079,0.4754890965732087,(BIKE LANE) ST. KILDA RD S BD 30M S OF ANZAC AVE
4,10223,59443,N,NA,6064,13519,2.22938654353562,(BIKE PATH) ANN TRAIL NO:1 NW BD 104M SOUTH OF WHITEHORSE RD
4,10223,59444,S,NA,5618,12669,2.255072979708081,(BIKE PATH) ANN TRAIL NO:1 SE BD 104M SOUTH OF WHITEHORSE RD
4,10225,20082,N,NA,11101,4694,0.4228447887577696,(BIKE LANE) FLEMINGTON RD NW BD 10M SE OF DRYBURGH ST
4,10225,29929,S,NA,12842,5575,0.4341224108394331,(BIKE LANE) FLEMINGTON RD SE BD 25M NW OF ABBOTSFORD ST
4,10484,59481,N,NA,17839,12107,0.6786815404450922,(BIKE PATH) TRAM 109 TRAIL NE BD 10M NE OF ACCESS PATH CNR WOODGATE & BOUNDARY STS
4,10484,59482,S,NA,16196,10996,0.678933069893801,(BIKE PATH) TRAM 109 TRAIL SW BD 10M NE OF ACCESS PATH CNR WOODGATE & BOUNDARY STS
4,10486,31906,N,NA,33671,12753,0.37875322978230525,(BIKE LANE) ROYAL PDE N BD 10M N OF GATEHOUSE ST
4,10486,42173,S,NA,41,13,0.3170731707317073,(BIKE LANE) ROYAL PDE S BD 20M S OF GATEHOUSE ST
4,10488,24027,N,NA,9947,5305,0.5333266311450688,(BIKE LANE) BRIGHTON RD N BD 50M S OF MOZART ST
4,10488,28656,S,NA,10027,4974,0.4960606362820385,(BIKE LANE) BRIGHTON RD S BD 50M N OF DICKENS ST
4,31602,59475,N,NA,2800,8202,2.9292857142857143,(BIKE PATH) ANN TRAIL NO:3 N BD N OF SUTHERLAND AVE
4,31602,59476,S,NA,2596,7403,2.8516949152542375,(BIKE PATH) ANN TRAIL NO:3 S BD N OF SUTHERLAND AVE
4,31747,59708,E,NA,658,1253,1.9042553191489362,(BIKE PATH) BOX HILL\RINGWOOD TRAIL NE BD 20M NORTH OF ALBERT ST
4,31747,59709,W,NA,583,1053,1.8061749571183534,(BIKE PATH) BOX HILL\RINGWOOD TRAIL SW BD 20M NORTH OF ALBERT ST
4,32021,60182,S,NA,66633,44267,0.6643404919484339,(BIKE LANE) BLACK ROCK BEACH ROAD S BD NEAR BLUFF ROAD
4,32493,60963,N,NA,13107,5436,0.41474021515220877,(BIKE LANE) WELLINGTON ST (NORTH BOUND) BTW DERBY ST AND GLASGOW ST
4,32493,61168,S,NA,16298,50,0.0030678610872499693,(BIKE LANE) WELLINGTON ST (SOUTH BOUND) BTW GLASGOW ST AND NORTHUMBERLAND ST
4,32612,61171,N,NA,7592,238,0.031348788198103265,(BIKE PATH) BAY TRAIL NO:3 SANDRINGHAM N BD BEACH RD & MILDURA AVE
4,32612,61172,S,NA,7712,242,0.03137966804979253,(BIKE PATH) BAY TRAIL NO:3 SANDRINGHAM S BD BEACH RD & MILDURA AVE
4,32614,61173,N,NA,12854,398,0.030963124319278047,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON N BD 36M NORTH OF KEITH CRT & ESPLANADE
4,32614,61174,S,NA,13493,368,0.02727340102275254,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON S BD 36M NORTH OF KEITH CRT & ESPLANADE
4,32615,61177,N,NA,16971,554,0.0326439219845619,(BIKE PATH) BAY TRAIL NO:1 BRIGHTON N BD OPP PATH TO SEACOMBE GROVE
4,32615,61178,S,NA,17217,525,0.030493117267816693,(BIKE PATH) BAY TRAIL NO:1 BRIGHTON S BD OPP PATH TO SEACOMBE GROVE
4,32616,61175,N,NA,3154,84,0.02663284717818643,(BIKE PATH) BAY TRAIL NO:4 NE BD BEAUMARIS OPPOSITE 466 BEACH ROAD
4,32616,61176,S,NA,3087,108,0.03498542274052478,(BIKE PATH) BAY TRAIL NO:4 SW BD BEAUMARIS OPPOSITE 466 BEACH ROAD
4,33179,62154,S,NA,26933,19166,0.7116177180410649,NA
4,33179,62155,N,NA,29513,21614,0.732355233287026,NA
4,34215,63748,N,NA,8456,3728,0.44087038789025546,NA
4,34215,63749,S,NA,9488,4062,0.4281197301854975,NA
4,34216,63750,N,NA,3704,1886,0.5091792656587473,NA
4,34216,63751,S,NA,3652,1968,0.5388828039430449,NA
4,34217,63752,E,NA,1584,1018,0.6426767676767676,NA
4,34217,63753,W,NA,1675,1181,0.7050746268656717,NA
4,34271,63846,N,NA,71,112,1.5774647887323943,NA
4,34271,63846,S,NA,6440,5353,0.8312111801242236,NA
4,34314,63932,N,NA,30403,18786,0.6178995493865737,NA
4,34314,63933,S,NA,36047,137,0.0038005936693760924,NA
4,34315,63934,E,NA,7235,30652,4.2366275051831375,NA
4,34315,63935,W,NA,6250,25368,4.05888,NA
4,34556,64397,E,NA,1473,5365,3.6422267481330617,NA
4,34556,64398,W,NA,1660,7042,4.242168674698795,NA
