vehicle,site_xn_route,direction,loc_leg,month,day,y2018,y2019,y2020,ratio,tis_data_request,lat,long,loc_desc,x7,x8,version_2,x10,revision_date,x12,x29_09_2016
cycle,7592,N,59483,3,20,NA,54,63,1.166666667,D208,-37.79371985,145.0334626,(BIKE PATH) ANN TRAIL NO:2 NW BD 300M EAST OF PRINCESS ST,NA,NA,NA,NA,NA,NA,NA
cycle,7592,N,59483,3,23,NA,29,54,1.862068966,D208,-37.79371985,145.0334626,(BIKE PATH) ANN TRAIL NO:2 NW BD 300M EAST OF PRINCESS ST,NA,NA,NA,NA,NA,NA,NA
cycle,7592,N,59483,3,25,NA,47,52,1.106382979,D208,-37.79371985,145.0334626,(BIKE PATH) ANN TRAIL NO:2 NW BD 300M EAST OF PRINCESS ST,NA,NA,NA,NA,NA,NA,NA
cycle,7592,N,59483,4,5,NA,50,40,0.8,D208,-37.79371985,145.0334626,(BIKE PATH) ANN TRAIL NO:2 NW BD 300M EAST OF PRINCESS ST,NA,NA,NA,NA,NA,NA,NA
cycle,7592,N,59483,4,6,NA,50,96,1.92,D208,-37.79371985,145.0334626,(BIKE PATH) ANN TRAIL NO:2 NW BD 300M EAST OF PRINCESS ST,NA,NA,NA,NA,NA,NA,NA
cycle,7592,N,59483,4,17,NA,46,98,2.130434783,D208,-37.79371985,145.0334626,(BIKE PATH) ANN TRAIL NO:2 NW BD 300M EAST OF PRINCESS ST,NA,NA,NA,NA,NA,NA,NA
cycle,7592,N,59483,4,20,NA,45,59,1.311111111,D208,-37.79371985,145.0334626,(BIKE PATH) ANN TRAIL NO:2 NW BD 300M EAST OF PRINCESS ST,NA,NA,NA,NA,NA,NA,NA
cycle,7592,N,59483,4,23,NA,32,91,2.84375,D208,-37.79371985,145.0334626,(BIKE PATH) ANN TRAIL NO:2 NW BD 300M EAST OF PRINCESS ST,NA,NA,NA,NA,NA,NA,NA
cycle,7592,S,59484,1,4,NA,26,37,1.423076923,D208,NA,NA,(BIKE PATH) ANN TRAIL NO:2 SE BD 300M EAST OF PRINCESS ST,NA,NA,NA,NA,NA,NA,NA
cycle,7592,S,59484,1,5,NA,41,29,0.707317073,D208,NA,NA,(BIKE PATH) ANN TRAIL NO:2 SE BD 300M EAST OF PRINCESS ST,NA,NA,NA,NA,NA,NA,NA
cycle,7592,S,59484,1,14,NA,54,47,0.87037037,D208,NA,NA,(BIKE PATH) ANN TRAIL NO:2 SE BD 300M EAST OF PRINCESS ST,NA,NA,NA,NA,NA,NA,NA
cycle,7592,S,59484,1,15,NA,67,27,0.402985075,D208,NA,NA,(BIKE PATH) ANN TRAIL NO:2 SE BD 300M EAST OF PRINCESS ST,NA,NA,NA,NA,NA,NA,NA
cycle,7592,S,59484,1,21,NA,70,64,0.914285714,D208,NA,NA,(BIKE PATH) ANN TRAIL NO:2 SE BD 300M EAST OF PRINCESS ST,NA,NA,NA,NA,NA,NA,NA
cycle,7592,S,59484,1,24,NA,49,63,1.285714286,D208,NA,NA,(BIKE PATH) ANN TRAIL NO:2 SE BD 300M EAST OF PRINCESS ST,NA,NA,NA,NA,NA,NA,NA
cycle,7592,S,59484,2,3,NA,38,73,1.921052632,D208,NA,NA,(BIKE PATH) ANN TRAIL NO:2 SE BD 300M EAST OF PRINCESS ST,NA,NA,NA,NA,NA,NA,NA
cycle,7592,S,59484,2,7,NA,62,69,1.112903226,D208,NA,NA,(BIKE PATH) ANN TRAIL NO:2 SE BD 300M EAST OF PRINCESS ST,NA,NA,NA,NA,NA,NA,NA
cycle,7592,S,59484,2,14,NA,61,49,0.803278689,D208,NA,NA,(BIKE PATH) ANN TRAIL NO:2 SE BD 300M EAST OF PRINCESS ST,NA,NA,NA,NA,NA,NA,NA
cycle,7592,S,59484,2,18,NA,68,56,0.823529412,D208,NA,NA,(BIKE PATH) ANN TRAIL NO:2 SE BD 300M EAST OF PRINCESS ST,NA,NA,NA,NA,NA,NA,NA
cycle,7592,S,59484,2,21,NA,60,48,0.8,D208,NA,NA,(BIKE PATH) ANN TRAIL NO:2 SE BD 300M EAST OF PRINCESS ST,NA,NA,NA,NA,NA,NA,NA
cycle,7592,S,59484,2,23,NA,64,77,1.203125,D208,NA,NA,(BIKE PATH) ANN TRAIL NO:2 SE BD 300M EAST OF PRINCESS ST,NA,NA,NA,NA,NA,NA,NA
cycle,7592,S,59484,2,28,NA,64,69,1.078125,D208,NA,NA,(BIKE PATH) ANN TRAIL NO:2 SE BD 300M EAST OF PRINCESS ST,NA,NA,NA,NA,NA,NA,NA
cycle,7592,S,59484,3,1,NA,54,68,1.259259259,D208,NA,NA,(BIKE PATH) ANN TRAIL NO:2 SE BD 300M EAST OF PRINCESS ST,NA,NA,NA,NA,NA,NA,NA
cycle,7592,S,59484,3,2,NA,41,62,1.512195122,D208,NA,NA,(BIKE PATH) ANN TRAIL NO:2 SE BD 300M EAST OF PRINCESS ST,NA,NA,NA,NA,NA,NA,NA
cycle,7592,S,59484,3,3,NA,41,80,1.951219512,D208,NA,NA,(BIKE PATH) ANN TRAIL NO:2 SE BD 300M EAST OF PRINCESS ST,NA,NA,NA,NA,NA,NA,NA
cycle,7592,S,59484,3,10,NA,58,74,1.275862069,D208,NA,NA,(BIKE PATH) ANN TRAIL NO:2 SE BD 300M EAST OF PRINCESS ST,NA,NA,NA,NA,NA,NA,NA
cycle,7592,S,59484,3,15,NA,65,73,1.123076923,D208,NA,NA,(BIKE PATH) ANN TRAIL NO:2 SE BD 300M EAST OF PRINCESS ST,NA,NA,NA,NA,NA,NA,NA
cycle,7592,S,59484,3,17,NA,64,75,1.171875,D208,NA,NA,(BIKE PATH) ANN TRAIL NO:2 SE BD 300M EAST OF PRINCESS ST,NA,NA,NA,NA,NA,NA,NA
cycle,7592,S,59484,3,23,NA,37,59,1.594594595,D208,NA,NA,(BIKE PATH) ANN TRAIL NO:2 SE BD 300M EAST OF PRINCESS ST,NA,NA,NA,NA,NA,NA,NA
cycle,7592,S,59484,4,5,NA,61,41,0.672131148,D208,NA,NA,(BIKE PATH) ANN TRAIL NO:2 SE BD 300M EAST OF PRINCESS ST,NA,NA,NA,NA,NA,NA,NA
cycle,7592,S,59484,4,20,NA,46,59,1.282608696,D208,NA,NA,(BIKE PATH) ANN TRAIL NO:2 SE BD 300M EAST OF PRINCESS ST,NA,NA,NA,NA,NA,NA,NA
cycle,7592,S,59484,4,22,NA,60,117,1.95,D208,NA,NA,(BIKE PATH) ANN TRAIL NO:2 SE BD 300M EAST OF PRINCESS ST,NA,NA,NA,NA,NA,NA,NA
cycle,7592,S,59484,4,23,NA,43,103,2.395348837,D208,NA,NA,(BIKE PATH) ANN TRAIL NO:2 SE BD 300M EAST OF PRINCESS ST,NA,NA,NA,NA,NA,NA,NA
cycle,7592,S,59484,4,26,NA,47,116,2.468085106,D208,NA,NA,(BIKE PATH) ANN TRAIL NO:2 SE BD 300M EAST OF PRINCESS ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,E,59489,1,1,NA,195,218,1.117948718,D208,-37.806686,144.904856,(BIKEPATH) MORELAND ST PATH NE BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,E,59489,1,4,NA,291,202,0.694158076,D208,-37.806686,144.904856,(BIKEPATH) MORELAND ST PATH NE BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,E,59489,1,5,NA,147,129,0.87755102,D208,-37.806686,144.904856,(BIKEPATH) MORELAND ST PATH NE BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,E,59489,1,6,NA,348,341,0.979885057,D208,-37.806686,144.904856,(BIKEPATH) MORELAND ST PATH NE BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,E,59489,1,11,NA,599,227,0.378964942,D208,-37.806686,144.904856,(BIKEPATH) MORELAND ST PATH NE BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,E,59489,1,12,NA,274,346,1.262773723,D208,-37.806686,144.904856,(BIKEPATH) MORELAND ST PATH NE BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,E,59489,1,18,NA,538,290,0.539033457,D208,-37.806686,144.904856,(BIKEPATH) MORELAND ST PATH NE BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,E,59489,1,19,NA,300,264,0.88,D208,-37.806686,144.904856,(BIKEPATH) MORELAND ST PATH NE BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,E,59489,1,25,NA,345,275,0.797101449,D208,-37.806686,144.904856,(BIKEPATH) MORELAND ST PATH NE BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,E,59489,1,26,NA,247,316,1.279352227,D208,-37.806686,144.904856,(BIKEPATH) MORELAND ST PATH NE BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,E,59489,1,27,NA,255,417,1.635294118,D208,-37.806686,144.904856,(BIKEPATH) MORELAND ST PATH NE BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,E,59489,2,1,NA,736,87,0.118206522,D208,-37.806686,144.904856,(BIKEPATH) MORELAND ST PATH NE BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,E,59489,2,2,NA,263,376,1.429657795,D208,-37.806686,144.904856,(BIKEPATH) MORELAND ST PATH NE BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,E,59489,2,8,NA,713,278,0.389901823,D208,-37.806686,144.904856,(BIKEPATH) MORELAND ST PATH NE BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,E,59489,2,9,NA,159,308,1.937106918,D208,-37.806686,144.904856,(BIKEPATH) MORELAND ST PATH NE BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,E,59489,2,15,NA,672,89,0.132440476,D208,-37.806686,144.904856,(BIKEPATH) MORELAND ST PATH NE BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,E,59489,2,16,NA,273,310,1.135531136,D208,-37.806686,144.904856,(BIKEPATH) MORELAND ST PATH NE BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,E,59489,2,22,NA,700,318,0.454285714,D208,-37.806686,144.904856,(BIKEPATH) MORELAND ST PATH NE BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,E,59489,2,23,NA,269,348,1.293680297,D208,-37.806686,144.904856,(BIKEPATH) MORELAND ST PATH NE BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,E,59489,3,1,NA,517,326,0.630560928,D208,-37.806686,144.904856,(BIKEPATH) MORELAND ST PATH NE BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,E,59489,3,8,NA,647,265,0.409582689,D208,-37.806686,144.904856,(BIKEPATH) MORELAND ST PATH NE BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,E,59489,3,9,NA,262,347,1.324427481,D208,-37.806686,144.904856,(BIKEPATH) MORELAND ST PATH NE BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,E,59489,3,15,NA,663,292,0.440422323,D208,-37.806686,144.904856,(BIKEPATH) MORELAND ST PATH NE BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,E,59489,3,29,NA,618,235,0.3802589,D208,-37.806686,144.904856,(BIKEPATH) MORELAND ST PATH NE BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,E,59489,3,30,NA,75,345,4.6,D208,-37.806686,144.904856,(BIKEPATH) MORELAND ST PATH NE BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,E,59489,3,31,NA,176,427,2.426136364,D208,-37.806686,144.904856,(BIKEPATH) MORELAND ST PATH NE BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,E,59489,4,6,NA,244,346,1.418032787,D208,-37.806686,144.904856,(BIKEPATH) MORELAND ST PATH NE BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,E,59489,4,7,NA,370,329,0.889189189,D208,-37.806686,144.904856,(BIKEPATH) MORELAND ST PATH NE BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,E,59489,4,12,NA,637,351,0.551020408,D208,-37.806686,144.904856,(BIKEPATH) MORELAND ST PATH NE BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,E,59489,4,20,NA,232,170,0.732758621,D208,-37.806686,144.904856,(BIKEPATH) MORELAND ST PATH NE BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,W,59490,1,1,NA,150,162,1.08,D208,NA,NA,(BIKEPATH) MORELAND ST PATH SW BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,W,59490,1,4,NA,151,122,0.80794702,D208,NA,NA,(BIKEPATH) MORELAND ST PATH SW BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,W,59490,1,5,NA,122,108,0.885245902,D208,NA,NA,(BIKEPATH) MORELAND ST PATH SW BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,W,59490,1,6,NA,268,165,0.615671642,D208,NA,NA,(BIKEPATH) MORELAND ST PATH SW BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,W,59490,1,12,NA,172,180,1.046511628,D208,NA,NA,(BIKEPATH) MORELAND ST PATH SW BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,W,59490,1,19,NA,200,175,0.875,D208,NA,NA,(BIKEPATH) MORELAND ST PATH SW BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,W,59490,1,25,NA,187,171,0.914438503,D208,NA,NA,(BIKEPATH) MORELAND ST PATH SW BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,W,59490,1,26,NA,147,196,1.333333333,D208,NA,NA,(BIKEPATH) MORELAND ST PATH SW BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,W,59490,2,2,NA,164,275,1.676829268,D208,NA,NA,(BIKEPATH) MORELAND ST PATH SW BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,W,59490,2,8,NA,431,182,0.422273782,D208,NA,NA,(BIKEPATH) MORELAND ST PATH SW BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,W,59490,2,9,NA,106,217,2.047169811,D208,NA,NA,(BIKEPATH) MORELAND ST PATH SW BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,W,59490,2,15,NA,424,77,0.181603774,D208,NA,NA,(BIKEPATH) MORELAND ST PATH SW BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,W,59490,2,16,NA,195,212,1.087179487,D208,NA,NA,(BIKEPATH) MORELAND ST PATH SW BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,W,59490,2,22,NA,431,183,0.424593968,D208,NA,NA,(BIKEPATH) MORELAND ST PATH SW BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,W,59490,2,23,NA,171,212,1.239766082,D208,NA,NA,(BIKEPATH) MORELAND ST PATH SW BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,W,59490,3,1,NA,291,245,0.841924399,D208,NA,NA,(BIKEPATH) MORELAND ST PATH SW BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,W,59490,3,9,NA,179,270,1.508379888,D208,NA,NA,(BIKEPATH) MORELAND ST PATH SW BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,W,59490,3,22,NA,426,153,0.35915493,D208,NA,NA,(BIKEPATH) MORELAND ST PATH SW BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,W,59490,3,29,NA,385,161,0.418181818,D208,NA,NA,(BIKEPATH) MORELAND ST PATH SW BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,W,59490,3,30,NA,63,234,3.714285714,D208,NA,NA,(BIKEPATH) MORELAND ST PATH SW BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,W,59490,4,6,NA,142,244,1.718309859,D208,NA,NA,(BIKEPATH) MORELAND ST PATH SW BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,W,59490,4,7,NA,228,219,0.960526316,D208,NA,NA,(BIKEPATH) MORELAND ST PATH SW BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,W,59490,4,20,NA,133,123,0.92481203,D208,NA,NA,(BIKEPATH) MORELAND ST PATH SW BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7596,W,59490,4,23,NA,362,196,0.541436464,D208,NA,NA,(BIKEPATH) MORELAND ST PATH SW BD 50 M N OF PARKER ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,N,59471,1,1,NA,58,89,1.534482759,D208,-37.799708,144.980594,(BIKEPATH) NAPIER ST PATH N BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,N,59471,1,2,NA,179,165,0.921787709,D208,-37.799708,144.980594,(BIKEPATH) NAPIER ST PATH N BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,N,59471,1,4,NA,89,129,1.449438202,D208,-37.799708,144.980594,(BIKEPATH) NAPIER ST PATH N BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,N,59471,1,5,NA,158,94,0.594936709,D208,-37.799708,144.980594,(BIKEPATH) NAPIER ST PATH N BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,N,59471,1,11,NA,184,188,1.02173913,D208,-37.799708,144.980594,(BIKEPATH) NAPIER ST PATH N BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,N,59471,1,12,NA,108,138,1.277777778,D208,-37.799708,144.980594,(BIKEPATH) NAPIER ST PATH N BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,N,59471,1,14,NA,176,262,1.488636364,D208,-37.799708,144.980594,(BIKEPATH) NAPIER ST PATH N BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,N,59471,1,19,NA,188,127,0.675531915,D208,-37.799708,144.980594,(BIKEPATH) NAPIER ST PATH N BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,N,59471,1,25,NA,152,201,1.322368421,D208,-37.799708,144.980594,(BIKEPATH) NAPIER ST PATH N BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,N,59471,1,26,NA,176,205,1.164772727,D208,-37.799708,144.980594,(BIKEPATH) NAPIER ST PATH N BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,N,59471,1,27,NA,124,203,1.637096774,D208,-37.799708,144.980594,(BIKEPATH) NAPIER ST PATH N BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,N,59471,2,1,NA,442,92,0.208144796,D208,-37.799708,144.980594,(BIKEPATH) NAPIER ST PATH N BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,N,59471,2,2,NA,190,192,1.010526316,D208,-37.799708,144.980594,(BIKEPATH) NAPIER ST PATH N BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,N,59471,2,7,NA,355,412,1.16056338,D208,-37.799708,144.980594,(BIKEPATH) NAPIER ST PATH N BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,N,59471,2,8,NA,446,231,0.51793722,D208,-37.799708,144.980594,(BIKEPATH) NAPIER ST PATH N BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,N,59471,2,9,NA,150,178,1.186666667,D208,-37.799708,144.980594,(BIKEPATH) NAPIER ST PATH N BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,N,59471,2,10,NA,203,436,2.147783251,D208,-37.799708,144.980594,(BIKEPATH) NAPIER ST PATH N BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,N,59471,2,15,NA,480,104,0.216666667,D208,-37.799708,144.980594,(BIKEPATH) NAPIER ST PATH N BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,N,59471,2,16,NA,218,169,0.775229358,D208,-37.799708,144.980594,(BIKEPATH) NAPIER ST PATH N BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,N,59471,2,23,NA,231,168,0.727272727,D208,-37.799708,144.980594,(BIKEPATH) NAPIER ST PATH N BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,N,59471,3,1,NA,388,167,0.430412371,D208,-37.799708,144.980594,(BIKEPATH) NAPIER ST PATH N BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,N,59471,3,8,NA,506,158,0.312252964,D208,-37.799708,144.980594,(BIKEPATH) NAPIER ST PATH N BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,N,59471,3,9,NA,190,196,1.031578947,D208,-37.799708,144.980594,(BIKEPATH) NAPIER ST PATH N BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,N,59471,3,15,NA,556,183,0.329136691,D208,-37.799708,144.980594,(BIKEPATH) NAPIER ST PATH N BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,N,59471,3,29,NA,480,79,0.164583333,D208,-37.799708,144.980594,(BIKEPATH) NAPIER ST PATH N BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,N,59471,3,30,NA,114,180,1.578947368,D208,-37.799708,144.980594,(BIKEPATH) NAPIER ST PATH N BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,N,59471,3,31,NA,155,182,1.174193548,D208,-37.799708,144.980594,(BIKEPATH) NAPIER ST PATH N BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,N,59471,4,12,NA,540,119,0.22037037,D208,-37.799708,144.980594,(BIKEPATH) NAPIER ST PATH N BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,N,59471,4,13,NA,258,170,0.658914729,D208,-37.799708,144.980594,(BIKEPATH) NAPIER ST PATH N BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,N,59471,4,20,NA,170,156,0.917647059,D208,-37.799708,144.980594,(BIKEPATH) NAPIER ST PATH N BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,N,59471,4,23,NA,503,175,0.347912525,D208,-37.799708,144.980594,(BIKEPATH) NAPIER ST PATH N BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,N,59471,4,26,NA,269,125,0.464684015,D208,-37.799708,144.980594,(BIKEPATH) NAPIER ST PATH N BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,S,59472,1,1,NA,118,142,1.203389831,D208,NA,NA,(BIKEPATH) NAPIER ST PATH S BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,S,59472,1,2,NA,326,321,0.984662577,D208,NA,NA,(BIKEPATH) NAPIER ST PATH S BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,S,59472,1,3,NA,406,338,0.832512315,D208,NA,NA,(BIKEPATH) NAPIER ST PATH S BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,S,59472,1,4,NA,252,229,0.908730159,D208,NA,NA,(BIKEPATH) NAPIER ST PATH S BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,S,59472,1,5,NA,173,125,0.722543353,D208,NA,NA,(BIKEPATH) NAPIER ST PATH S BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,S,59472,1,6,NA,229,386,1.68558952,D208,NA,NA,(BIKEPATH) NAPIER ST PATH S BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,S,59472,1,12,NA,258,213,0.825581395,D208,NA,NA,(BIKEPATH) NAPIER ST PATH S BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,S,59472,1,19,NA,259,220,0.849420849,D208,NA,NA,(BIKEPATH) NAPIER ST PATH S BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,S,59472,1,25,NA,303,339,1.118811881,D208,NA,NA,(BIKEPATH) NAPIER ST PATH S BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,S,59472,1,26,NA,245,342,1.395918367,D208,NA,NA,(BIKEPATH) NAPIER ST PATH S BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,S,59472,1,27,NA,213,285,1.338028169,D208,NA,NA,(BIKEPATH) NAPIER ST PATH S BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,S,59472,2,1,NA,507,131,0.258382643,D208,NA,NA,(BIKEPATH) NAPIER ST PATH S BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,S,59472,2,2,NA,287,300,1.045296167,D208,NA,NA,(BIKEPATH) NAPIER ST PATH S BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,S,59472,2,8,NA,542,404,0.745387454,D208,NA,NA,(BIKEPATH) NAPIER ST PATH S BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,S,59472,2,9,NA,193,268,1.388601036,D208,NA,NA,(BIKEPATH) NAPIER ST PATH S BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,S,59472,2,15,NA,552,155,0.280797101,D208,NA,NA,(BIKEPATH) NAPIER ST PATH S BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,S,59472,2,16,NA,300,333,1.11,D208,NA,NA,(BIKEPATH) NAPIER ST PATH S BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,S,59472,2,23,NA,263,342,1.300380228,D208,NA,NA,(BIKEPATH) NAPIER ST PATH S BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,S,59472,3,8,NA,550,246,0.447272727,D208,NA,NA,(BIKEPATH) NAPIER ST PATH S BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
cycle,7600,S,59472,3,9,NA,238,261,1.096638655,D208,NA,NA,(BIKEPATH) NAPIER ST PATH S BD 50M N OF GREEVES ST,NA,NA,NA,NA,NA,NA,NA
