vehicle,site_xn_route,direction,loc_leg,month,day,y2018,y2019,y2020,ratio,tis_data_request,lat,long,loc_desc,x7,x8,version_2,x10,revision_date,x12,x29_09_2016
cycle,8184,N,59469,4,5,NA,1427,406,0.284512964,D208,-37.83400663,145.0236297,(BIKE PATH) GARDINERS CREEK TRAIL NW BD 66M W OF CITYLINK OVERPASS,NA,NA,NA,NA,NA,NA,NA
cycle,8184,N,59469,4,7,NA,1037,1099,1.05978785,D208,-37.83400663,145.0236297,(BIKE PATH) GARDINERS CREEK TRAIL NW BD 66M W OF CITYLINK OVERPASS,NA,NA,NA,NA,NA,NA,NA
cycle,8184,N,59469,4,14,NA,1125,1115,0.991111111,D208,-37.83400663,145.0236297,(BIKE PATH) GARDINERS CREEK TRAIL NW BD 66M W OF CITYLINK OVERPASS,NA,NA,NA,NA,NA,NA,NA
cycle,8184,N,59469,4,20,NA,689,672,0.97532656,D208,-37.83400663,145.0236297,(BIKE PATH) GARDINERS CREEK TRAIL NW BD 66M W OF CITYLINK OVERPASS,NA,NA,NA,NA,NA,NA,NA
cycle,8184,N,59469,4,22,NA,698,1083,1.551575931,D208,-37.83400663,145.0236297,(BIKE PATH) GARDINERS CREEK TRAIL NW BD 66M W OF CITYLINK OVERPASS,NA,NA,NA,NA,NA,NA,NA
cycle,8184,N,59469,4,26,NA,615,819,1.331707317,D208,-37.83400663,145.0236297,(BIKE PATH) GARDINERS CREEK TRAIL NW BD 66M W OF CITYLINK OVERPASS,NA,NA,NA,NA,NA,NA,NA
cycle,8184,S,59470,1,25,NA,739,808,1.093369418,D208,NA,NA,(BIKE PATH) GARDINERS CREEK TRAIL SE BD 66M W OF CITYLINK OVERPASS,NA,NA,NA,NA,NA,NA,NA
cycle,8184,S,59470,1,26,NA,799,886,1.108886108,D208,NA,NA,(BIKE PATH) GARDINERS CREEK TRAIL SE BD 66M W OF CITYLINK OVERPASS,NA,NA,NA,NA,NA,NA,NA
cycle,8184,S,59470,2,2,NA,701,1111,1.584878745,D208,NA,NA,(BIKE PATH) GARDINERS CREEK TRAIL SE BD 66M W OF CITYLINK OVERPASS,NA,NA,NA,NA,NA,NA,NA
cycle,8184,S,59470,2,8,NA,1458,767,0.5260631,D208,NA,NA,(BIKE PATH) GARDINERS CREEK TRAIL SE BD 66M W OF CITYLINK OVERPASS,NA,NA,NA,NA,NA,NA,NA
cycle,8184,S,59470,2,9,NA,467,1145,2.451820128,D208,NA,NA,(BIKE PATH) GARDINERS CREEK TRAIL SE BD 66M W OF CITYLINK OVERPASS,NA,NA,NA,NA,NA,NA,NA
cycle,8184,S,59470,2,15,NA,1544,205,0.132772021,D208,NA,NA,(BIKE PATH) GARDINERS CREEK TRAIL SE BD 66M W OF CITYLINK OVERPASS,NA,NA,NA,NA,NA,NA,NA
cycle,8184,S,59470,2,16,NA,901,966,1.072142064,D208,NA,NA,(BIKE PATH) GARDINERS CREEK TRAIL SE BD 66M W OF CITYLINK OVERPASS,NA,NA,NA,NA,NA,NA,NA
cycle,8184,S,59470,2,22,NA,1464,943,0.644125683,D208,NA,NA,(BIKE PATH) GARDINERS CREEK TRAIL SE BD 66M W OF CITYLINK OVERPASS,NA,NA,NA,NA,NA,NA,NA
cycle,8184,S,59470,2,23,NA,858,945,1.101398601,D208,NA,NA,(BIKE PATH) GARDINERS CREEK TRAIL SE BD 66M W OF CITYLINK OVERPASS,NA,NA,NA,NA,NA,NA,NA
cycle,8184,S,59470,2,28,NA,1538,1461,0.94993498,D208,NA,NA,(BIKE PATH) GARDINERS CREEK TRAIL SE BD 66M W OF CITYLINK OVERPASS,NA,NA,NA,NA,NA,NA,NA
cycle,8184,S,59470,3,1,NA,1215,851,0.700411523,D208,NA,NA,(BIKE PATH) GARDINERS CREEK TRAIL SE BD 66M W OF CITYLINK OVERPASS,NA,NA,NA,NA,NA,NA,NA
cycle,8184,S,59470,3,8,NA,1488,902,0.606182796,D208,NA,NA,(BIKE PATH) GARDINERS CREEK TRAIL SE BD 66M W OF CITYLINK OVERPASS,NA,NA,NA,NA,NA,NA,NA
cycle,8184,S,59470,3,9,NA,744,1036,1.392473118,D208,NA,NA,(BIKE PATH) GARDINERS CREEK TRAIL SE BD 66M W OF CITYLINK OVERPASS,NA,NA,NA,NA,NA,NA,NA
cycle,8184,S,59470,3,22,NA,1365,805,0.58974359,D208,NA,NA,(BIKE PATH) GARDINERS CREEK TRAIL SE BD 66M W OF CITYLINK OVERPASS,NA,NA,NA,NA,NA,NA,NA
cycle,8184,S,59470,3,23,NA,496,1031,2.078629032,D208,NA,NA,(BIKE PATH) GARDINERS CREEK TRAIL SE BD 66M W OF CITYLINK OVERPASS,NA,NA,NA,NA,NA,NA,NA
cycle,8184,S,59470,3,24,NA,820,1093,1.332926829,D208,NA,NA,(BIKE PATH) GARDINERS CREEK TRAIL SE BD 66M W OF CITYLINK OVERPASS,NA,NA,NA,NA,NA,NA,NA
cycle,8184,S,59470,3,29,NA,1246,1038,0.833065811,D208,NA,NA,(BIKE PATH) GARDINERS CREEK TRAIL SE BD 66M W OF CITYLINK OVERPASS,NA,NA,NA,NA,NA,NA,NA
cycle,8184,S,59470,3,30,NA,153,992,6.483660131,D208,NA,NA,(BIKE PATH) GARDINERS CREEK TRAIL SE BD 66M W OF CITYLINK OVERPASS,NA,NA,NA,NA,NA,NA,NA
cycle,8184,S,59470,4,5,NA,1308,395,0.301987768,D208,NA,NA,(BIKE PATH) GARDINERS CREEK TRAIL SE BD 66M W OF CITYLINK OVERPASS,NA,NA,NA,NA,NA,NA,NA
cycle,8184,S,59470,4,6,NA,726,1082,1.490358127,D208,NA,NA,(BIKE PATH) GARDINERS CREEK TRAIL SE BD 66M W OF CITYLINK OVERPASS,NA,NA,NA,NA,NA,NA,NA
cycle,8184,S,59470,4,7,NA,905,1052,1.162430939,D208,NA,NA,(BIKE PATH) GARDINERS CREEK TRAIL SE BD 66M W OF CITYLINK OVERPASS,NA,NA,NA,NA,NA,NA,NA
cycle,8184,S,59470,4,14,NA,998,1074,1.076152305,D208,NA,NA,(BIKE PATH) GARDINERS CREEK TRAIL SE BD 66M W OF CITYLINK OVERPASS,NA,NA,NA,NA,NA,NA,NA
cycle,8184,S,59470,4,20,NA,643,655,1.018662519,D208,NA,NA,(BIKE PATH) GARDINERS CREEK TRAIL SE BD 66M W OF CITYLINK OVERPASS,NA,NA,NA,NA,NA,NA,NA
cycle,8184,S,59470,4,22,NA,718,1076,1.498607242,D208,NA,NA,(BIKE PATH) GARDINERS CREEK TRAIL SE BD 66M W OF CITYLINK OVERPASS,NA,NA,NA,NA,NA,NA,NA
cycle,8184,S,59470,4,26,NA,598,841,1.406354515,D208,NA,NA,(BIKE PATH) GARDINERS CREEK TRAIL SE BD 66M W OF CITYLINK OVERPASS,NA,NA,NA,NA,NA,NA,NA
cycle,8188,N,59462,1,1,NA,131,155,1.183206107,D208,-37.74316558,144.9979448,"(BIKE PATH) ST. GEORGES RD NO.2 N BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,N,59462,1,3,NA,312,206,0.66025641,D208,-37.74316558,144.9979448,"(BIKE PATH) ST. GEORGES RD NO.2 N BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,N,59462,1,4,NA,153,175,1.14379085,D208,-37.74316558,144.9979448,"(BIKE PATH) ST. GEORGES RD NO.2 N BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,N,59462,1,5,NA,150,79,0.526666667,D208,-37.74316558,144.9979448,"(BIKE PATH) ST. GEORGES RD NO.2 N BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,N,59462,1,6,NA,225,213,0.946666667,D208,-37.74316558,144.9979448,"(BIKE PATH) ST. GEORGES RD NO.2 N BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,N,59462,1,12,NA,212,226,1.066037736,D208,-37.74316558,144.9979448,"(BIKE PATH) ST. GEORGES RD NO.2 N BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,N,59462,1,19,NA,232,224,0.965517241,D208,-37.74316558,144.9979448,"(BIKE PATH) ST. GEORGES RD NO.2 N BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,N,59462,1,20,NA,224,236,1.053571429,D208,-37.74316558,144.9979448,"(BIKE PATH) ST. GEORGES RD NO.2 N BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,N,59462,1,25,NA,196,250,1.275510204,D208,-37.74316558,144.9979448,"(BIKE PATH) ST. GEORGES RD NO.2 N BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,N,59462,1,26,NA,192,207,1.078125,D208,-37.74316558,144.9979448,"(BIKE PATH) ST. GEORGES RD NO.2 N BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,N,59462,2,1,NA,446,98,0.219730942,D208,-37.74316558,144.9979448,"(BIKE PATH) ST. GEORGES RD NO.2 N BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,N,59462,2,2,NA,203,234,1.15270936,D208,-37.74316558,144.9979448,"(BIKE PATH) ST. GEORGES RD NO.2 N BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,N,59462,2,7,NA,429,413,0.962703963,D208,-37.74316558,144.9979448,"(BIKE PATH) ST. GEORGES RD NO.2 N BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,N,59462,2,9,NA,130,256,1.969230769,D208,-37.74316558,144.9979448,"(BIKE PATH) ST. GEORGES RD NO.2 N BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,N,59462,2,15,NA,432,85,0.196759259,D208,-37.74316558,144.9979448,"(BIKE PATH) ST. GEORGES RD NO.2 N BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,N,59462,2,16,NA,228,271,1.188596491,D208,-37.74316558,144.9979448,"(BIKE PATH) ST. GEORGES RD NO.2 N BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,N,59462,2,23,NA,256,190,0.7421875,D208,-37.74316558,144.9979448,"(BIKE PATH) ST. GEORGES RD NO.2 N BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,N,59462,3,1,NA,345,229,0.663768116,D208,-37.74316558,144.9979448,"(BIKE PATH) ST. GEORGES RD NO.2 N BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,N,59462,3,8,NA,420,212,0.504761905,D208,-37.74316558,144.9979448,"(BIKE PATH) ST. GEORGES RD NO.2 N BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,N,59462,3,9,NA,203,226,1.113300493,D208,-37.74316558,144.9979448,"(BIKE PATH) ST. GEORGES RD NO.2 N BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,N,59462,3,24,NA,253,313,1.23715415,D208,-37.74316558,144.9979448,"(BIKE PATH) ST. GEORGES RD NO.2 N BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,N,59462,3,29,NA,337,198,0.587537092,D208,-37.74316558,144.9979448,"(BIKE PATH) ST. GEORGES RD NO.2 N BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,N,59462,3,30,NA,86,315,3.662790698,D208,-37.74316558,144.9979448,"(BIKE PATH) ST. GEORGES RD NO.2 N BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,N,59462,3,31,NA,138,316,2.289855072,D208,-37.74316558,144.9979448,"(BIKE PATH) ST. GEORGES RD NO.2 N BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,N,59462,4,6,NA,231,299,1.294372294,D208,-37.74316558,144.9979448,"(BIKE PATH) ST. GEORGES RD NO.2 N BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,N,59462,4,12,NA,405,272,0.671604938,D208,-37.74316558,144.9979448,"(BIKE PATH) ST. GEORGES RD NO.2 N BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,N,59462,4,14,NA,221,313,1.416289593,D208,-37.74316558,144.9979448,"(BIKE PATH) ST. GEORGES RD NO.2 N BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,N,59462,4,20,NA,153,197,1.287581699,D208,-37.74316558,144.9979448,"(BIKE PATH) ST. GEORGES RD NO.2 N BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,N,59462,4,26,NA,216,173,0.800925926,D208,-37.74316558,144.9979448,"(BIKE PATH) ST. GEORGES RD NO.2 N BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,S,59463,1,1,NA,111,137,1.234234234,D208,NA,NA,"(BIKE PATH) ST. GEORGES RD NO.2 S BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,S,59463,1,4,NA,149,180,1.208053691,D208,NA,NA,"(BIKE PATH) ST. GEORGES RD NO.2 S BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,S,59463,1,5,NA,151,80,0.529801325,D208,NA,NA,"(BIKE PATH) ST. GEORGES RD NO.2 S BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,S,59463,1,6,NA,223,229,1.02690583,D208,NA,NA,"(BIKE PATH) ST. GEORGES RD NO.2 S BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,S,59463,1,12,NA,207,193,0.93236715,D208,NA,NA,"(BIKE PATH) ST. GEORGES RD NO.2 S BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,S,59463,1,19,NA,258,224,0.868217054,D208,NA,NA,"(BIKE PATH) ST. GEORGES RD NO.2 S BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,S,59463,1,25,NA,193,236,1.222797927,D208,NA,NA,"(BIKE PATH) ST. GEORGES RD NO.2 S BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,S,59463,1,26,NA,186,186,1,D208,NA,NA,"(BIKE PATH) ST. GEORGES RD NO.2 S BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,S,59463,1,27,NA,159,253,1.591194969,D208,NA,NA,"(BIKE PATH) ST. GEORGES RD NO.2 S BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,S,59463,2,2,NA,223,215,0.964125561,D208,NA,NA,"(BIKE PATH) ST. GEORGES RD NO.2 S BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,S,59463,2,8,NA,447,224,0.501118568,D208,NA,NA,"(BIKE PATH) ST. GEORGES RD NO.2 S BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,S,59463,2,9,NA,122,257,2.106557377,D208,NA,NA,"(BIKE PATH) ST. GEORGES RD NO.2 S BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,S,59463,2,15,NA,438,67,0.152968037,D208,NA,NA,"(BIKE PATH) ST. GEORGES RD NO.2 S BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,S,59463,2,16,NA,226,228,1.008849558,D208,NA,NA,"(BIKE PATH) ST. GEORGES RD NO.2 S BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,S,59463,2,23,NA,272,194,0.713235294,D208,NA,NA,"(BIKE PATH) ST. GEORGES RD NO.2 S BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,S,59463,3,1,NA,352,243,0.690340909,D208,NA,NA,"(BIKE PATH) ST. GEORGES RD NO.2 S BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,S,59463,3,8,NA,425,231,0.543529412,D208,NA,NA,"(BIKE PATH) ST. GEORGES RD NO.2 S BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,S,59463,3,9,NA,203,211,1.039408867,D208,NA,NA,"(BIKE PATH) ST. GEORGES RD NO.2 S BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,S,59463,3,29,NA,357,176,0.492997199,D208,NA,NA,"(BIKE PATH) ST. GEORGES RD NO.2 S BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,S,59463,3,30,NA,87,290,3.333333333,D208,NA,NA,"(BIKE PATH) ST. GEORGES RD NO.2 S BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,S,59463,3,31,NA,137,291,2.124087591,D208,NA,NA,"(BIKE PATH) ST. GEORGES RD NO.2 S BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,S,59463,4,6,NA,245,287,1.171428571,D208,NA,NA,"(BIKE PATH) ST. GEORGES RD NO.2 S BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,S,59463,4,12,NA,436,248,0.568807339,D208,NA,NA,"(BIKE PATH) ST. GEORGES RD NO.2 S BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,S,59463,4,14,NA,230,291,1.265217391,D208,NA,NA,"(BIKE PATH) ST. GEORGES RD NO.2 S BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,S,59463,4,20,NA,168,189,1.125,D208,NA,NA,"(BIKE PATH) ST. GEORGES RD NO.2 S BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8188,S,59463,4,26,NA,213,165,0.774647887,D208,NA,NA,"(BIKE PATH) ST. GEORGES RD NO.2 S BD, N OF BELL ST",NA,NA,NA,NA,NA,NA,NA
cycle,8192,N,59456,1,4,NA,278,302,1.086330935,D208,-37.86263117,145.061937,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 N BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
cycle,8192,N,59456,1,5,NA,375,178,0.474666667,D208,-37.86263117,145.061937,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 N BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
cycle,8192,N,59456,1,11,NA,631,477,0.755942948,D208,-37.86263117,145.061937,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 N BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
cycle,8192,N,59456,1,14,NA,638,494,0.774294671,D208,-37.86263117,145.061937,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 N BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
cycle,8192,N,59456,1,18,NA,526,491,0.933460076,D208,-37.86263117,145.061937,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 N BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
cycle,8192,N,59456,1,19,NA,591,490,0.829103215,D208,-37.86263117,145.061937,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 N BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
cycle,8192,N,59456,1,25,NA,283,455,1.607773852,D208,-37.86263117,145.061937,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 N BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
cycle,8192,N,59456,2,3,NA,357,605,1.694677871,D208,-37.86263117,145.061937,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 N BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
cycle,8192,N,59456,2,8,NA,620,425,0.685483871,D208,-37.86263117,145.061937,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 N BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
cycle,8192,N,59456,2,21,NA,671,494,0.736214605,D208,-37.86263117,145.061937,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 N BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
cycle,8192,N,59456,2,22,NA,666,536,0.804804805,D208,-37.86263117,145.061937,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 N BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
cycle,8192,N,59456,2,28,NA,599,594,0.991652755,D208,-37.86263117,145.061937,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 N BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
cycle,8192,N,59456,3,1,NA,485,641,1.321649485,D208,-37.86263117,145.061937,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 N BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
cycle,8192,N,59456,3,2,NA,268,558,2.082089552,D208,-37.86263117,145.061937,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 N BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
cycle,8192,N,59456,3,6,NA,563,474,0.841918295,D208,-37.86263117,145.061937,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 N BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
cycle,8192,N,59456,3,8,NA,604,658,1.089403974,D208,-37.86263117,145.061937,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 N BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
cycle,8192,N,59456,3,22,NA,557,743,1.333931777,D208,-37.86263117,145.061937,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 N BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
cycle,8192,N,59456,3,23,NA,307,499,1.625407166,D208,-37.86263117,145.061937,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 N BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
cycle,8192,N,59456,3,24,NA,602,722,1.199335548,D208,-37.86263117,145.061937,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 N BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
cycle,8192,N,59456,3,25,NA,579,594,1.025906736,D208,-37.86263117,145.061937,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 N BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
cycle,8192,N,59456,4,5,NA,647,300,0.463678516,D208,-37.86263117,145.061937,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 N BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
cycle,8192,N,59456,4,6,NA,399,830,2.080200501,D208,-37.86263117,145.061937,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 N BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
cycle,8192,N,59456,4,7,NA,631,800,1.267828843,D208,-37.86263117,145.061937,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 N BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
cycle,8192,N,59456,4,20,NA,461,491,1.065075922,D208,-37.86263117,145.061937,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 N BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
cycle,8192,N,59456,4,21,NA,400,869,2.1725,D208,-37.86263117,145.061937,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 N BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
cycle,8192,N,59456,4,22,NA,521,861,1.652591171,D208,-37.86263117,145.061937,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 N BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
cycle,8192,N,59456,4,23,NA,623,711,1.141252006,D208,-37.86263117,145.061937,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 N BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
cycle,8192,N,59456,4,26,NA,263,805,3.060836502,D208,-37.86263117,145.061937,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 N BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
cycle,8192,S,59457,1,4,NA,305,318,1.042622951,D208,NA,NA,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 S BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
cycle,8192,S,59457,1,5,NA,342,181,0.529239766,D208,NA,NA,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 S BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
cycle,8192,S,59457,1,14,NA,624,489,0.783653846,D208,NA,NA,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 S BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
cycle,8192,S,59457,1,18,NA,509,508,0.998035363,D208,NA,NA,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 S BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
cycle,8192,S,59457,1,19,NA,575,522,0.907826087,D208,NA,NA,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 S BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
cycle,8192,S,59457,1,25,NA,316,460,1.455696203,D208,NA,NA,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 S BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
cycle,8192,S,59457,2,3,NA,363,633,1.743801653,D208,NA,NA,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 S BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
cycle,8192,S,59457,2,8,NA,662,426,0.643504532,D208,NA,NA,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 S BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
cycle,8192,S,59457,2,21,NA,684,499,0.729532164,D208,NA,NA,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 S BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
cycle,8192,S,59457,2,22,NA,688,547,0.79505814,D208,NA,NA,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 S BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
cycle,8192,S,59457,2,23,NA,481,617,1.282744283,D208,NA,NA,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 S BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
cycle,8192,S,59457,2,28,NA,648,564,0.87037037,D208,NA,NA,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 S BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
cycle,8192,S,59457,3,1,NA,480,605,1.260416667,D208,NA,NA,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 S BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
cycle,8192,S,59457,3,2,NA,300,547,1.823333333,D208,NA,NA,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 S BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
cycle,8192,S,59457,3,6,NA,579,472,0.815198618,D208,NA,NA,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 S BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
cycle,8192,S,59457,3,22,NA,599,699,1.166944908,D208,NA,NA,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 S BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
cycle,8192,S,59457,3,23,NA,316,540,1.708860759,D208,NA,NA,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 S BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
cycle,8192,S,59457,3,24,NA,639,703,1.100156495,D208,NA,NA,(BIKE PATH) GARDINERS CREEK TRAIL NO.2 S BD ADJ ESTELLA ST,NA,NA,NA,NA,NA,NA,NA
