DATA_TYPE,TIS_DATA_REQUEST,SITE_XN_ROUTE,LOC_LEG,DATE,TIME,CLASS,LANE,SPEED,WHEELBASE,HEADWAY,GAP,AXLE,AXLE_GROUPING,RHO,VEHICLE,DIRECTION
IND,208,10484,59481,13/04/2020,02:34:56,15,0,19.8,1.0,8881.6,8881.6,2,1,1.00,CYCLE,N
IND,208,10484,59481,13/04/2020,04:47:50,15,0,34.4,1.0,7973.7,7973.5,2,1,1.00,CYCLE,N
IND,208,10484,59481,13/04/2020,04:58:10,15,0,14.8,1.1,619.9,619.8,2,1,1.00,CYCLE,N
IND,208,10484,59481,13/04/2020,05:21:24,15,0,35.6,0.9,1394.6,1394.3,2,1,1.00,CYCLE,N
IND,208,10484,59481,13/04/2020,05:38:47,15,0,25.2,1.1,1042.5,1042.4,2,1,1.00,CYCLE,N
IND,208,10484,59481,13/04/2020,05:54:00,15,0,19.7,1.1,912.9,912.8,2,1,1.00,CYCLE,N
IND,208,10484,59481,13/04/2020,06:14:43,15,0,21.0,1.1,1243.2,1243.0,2,1,1.00,CYCLE,N
IND,208,10484,59482,13/04/2020,06:27:11,15,1,23.8,1.0,22816.7,22816.8,2,1,1.00,CYCLE,S
IND,208,10484,59481,13/04/2020,06:30:45,15,0,23.2,1.0,962.0,961.9,2,1,1.00,CYCLE,N
IND,208,10484,59481,13/04/2020,06:54:39,15,0,17.7,1.0,1434.3,1434.2,2,1,1.00,CYCLE,N
IND,208,10484,59482,13/04/2020,07:02:20,15,1,15.5,1.0,2108.5,2108.3,2,1,0.57,CYCLE,S
IND,208,10484,59481,13/04/2020,07:04:02,15,0,9.6,1.1,562.5,562.3,2,1,1.00,CYCLE,N
IND,208,10484,59482,13/04/2020,07:12:42,15,1,26.3,1.1,622.3,622.0,2,1,1.00,CYCLE,S
IND,208,10484,59481,13/04/2020,07:13:29,15,0,25.9,1.0,567.1,566.7,2,1,1.00,CYCLE,N
IND,208,10484,59482,13/04/2020,07:24:41,15,1,3.0,0.3,719.3,719.6,2,1,1.00,CYCLE,S
IND,208,10484,59482,13/04/2020,07:25:20,15,1,27.3,1.0,38.4,37.9,2,1,1.00,CYCLE,S
IND,208,10484,59481,13/04/2020,07:30:11,15,0,20.4,1.0,1002.3,1002.1,2,1,1.00,CYCLE,N
IND,208,10484,59482,13/04/2020,07:38:38,15,1,22.7,1.0,798.0,797.9,2,1,0.80,CYCLE,S
IND,208,10484,59482,13/04/2020,07:43:59,15,1,43.0,1.0,321.1,320.9,2,1,1.00,CYCLE,S
IND,208,10484,59482,13/04/2020,07:46:20,15,1,30.4,1.0,141.5,141.4,2,1,1.00,CYCLE,S
IND,208,10484,59482,13/04/2020,07:46:21,15,1,28.4,1.0,0.7,0.6,2,1,1.00,CYCLE,S
