DATA_TYPE,TIS_DATA_REQUEST,SITE_XN_ROUTE,LOC_LEG,DATE,TIME,CLASS,LANE,SPEED,WHEELBASE,HEADWAY,GAP,AXLE,AXLE_GROUPING,RHO,VEHICLE,DIRECTION
IND,208,31602,59476,26/04/2020,07:37:54,15,1,22.9,1.0,9.9,9.8,2,1,1.00,CYCLE,S
IND,208,31602,59476,26/04/2020,08:30:43,15,1,17.6,1.1,3169.6,3169.5,2,1,1.00,CYCLE,S
IND,208,31602,59475,26/04/2020,08:31:28,15,0,22.3,1.0,5144.5,5144.2,2,1,1.00,CYCLE,N
IND,208,31602,59475,26/04/2020,08:31:28,15,0,22.3,1.0,0.0,0.0,2,1,1.00,CYCLE,N
IND,208,31602,59476,26/04/2020,08:31:50,15,1,21.0,1.0,66.9,66.6,2,1,1.00,CYCLE,S
IND,208,31602,59475,26/04/2020,08:41:51,15,0,3.5,1.0,622.2,621.9,2,1,0.44,CYCLE,N
IND,208,31602,59475,26/04/2020,08:41:54,15,0,9.9,0.7,3.1,1.6,2,1,1.00,CYCLE,N
IND,208,31602,59475,26/04/2020,09:00:32,15,0,6.8,1.1,1032.7,1032.7,2,1,1.00,CYCLE,N
IND,208,31602,59475,26/04/2020,09:00:39,15,0,5.5,1.4,7.6,7.0,2,1,0.80,CYCLE,N
IND,208,31602,59475,26/04/2020,09:04:03,15,0,5.5,0.4,203.7,203.4,2,1,1.00,CYCLE,N
IND,208,31602,59475,26/04/2020,09:04:19,15,0,16.1,1.1,16.3,16.0,2,1,1.00,CYCLE,N
IND,208,31602,59476,26/04/2020,09:12:49,15,1,24.0,1.0,1239.0,1239.2,2,1,0.80,CYCLE,S
IND,208,31602,59475,26/04/2020,09:16:16,15,0,17.0,1.0,317.8,315.8,2,1,1.00,CYCLE,N
IND,208,31602,59475,26/04/2020,09:16:17,15,0,17.2,1.0,0.3,0.1,2,1,1.00,CYCLE,N
IND,208,31602,59476,26/04/2020,09:33:37,15,1,10.1,1.0,811.0,810.1,2,1,0.80,CYCLE,S
IND,208,31602,59476,26/04/2020,09:33:45,15,1,5.5,1.0,8.1,7.6,2,1,0.57,CYCLE,S
IND,208,31602,59476,26/04/2020,09:33:45,15,1,5.5,1.0,0.0,0.0,2,1,0.57,CYCLE,S
IND,208,31602,59475,26/04/2020,09:35:24,15,0,20.2,1.0,1147.2,1147.0,2,1,1.00,CYCLE,N
IND,208,31602,59476,26/04/2020,09:38:21,15,1,28.5,1.0,276.0,275.0,2,1,1.00,CYCLE,S
IND,208,31602,59475,26/04/2020,09:47:53,15,0,17.2,1.1,404.5,404.0,2,1,1.00,CYCLE,N
IND,208,31602,59476,26/04/2020,09:49:26,15,1,18.8,1.0,665.0,664.9,2,1,1.00,CYCLE,S
IND,208,31602,59476,26/04/2020,09:55:01,15,1,23.0,1.0,335.3,335.1,2,1,0.80,CYCLE,S
IND,208,31602,59476,26/04/2020,09:55:05,15,1,17.6,1.0,4.0,3.8,2,1,1.00,CYCLE,S
IND,208,31602,59476,26/04/2020,09:55:13,15,1,15.2,0.7,7.3,7.1,2,1,1.00,CYCLE,S
IND,208,31602,59476,26/04/2020,09:55:14,15,1,18.1,1.0,0.8,0.6,2,1,1.00,CYCLE,S
IND,208,31602,59476,26/04/2020,10:05:10,15,1,19.2,1.1,596.6,596.4,2,1,1.00,CYCLE,S
IND,208,31602,59476,26/04/2020,10:05:19,15,1,20.8,1.0,9.0,8.8,2,1,1.00,CYCLE,S
IND,208,31602,59475,26/04/2020,10:10:22,15,0,17.3,1.1,1165.1,1164.6,2,1,1.00,CYCLE,N
IND,208,31602,59476,26/04/2020,10:10:29,15,1,21.5,1.1,143.4,142.1,2,1,1.00,CYCLE,S
IND,208,31602,59475,26/04/2020,10:19:11,15,0,3.4,1.0,116.9,116.6,2,1,0.83,CYCLE,N
IND,208,31602,59475,26/04/2020,10:19:11,15,0,3.4,1.0,0.0,0.0,2,1,0.83,CYCLE,N
IND,208,31602,59476,26/04/2020,10:20:27,15,1,16.5,1.0,597.6,597.5,2,1,1.00,CYCLE,S
IND,208,31602,59476,26/04/2020,10:20:28,15,1,17.5,1.1,1.2,1.0,2,1,1.00,CYCLE,S
IND,208,31602,59475,26/04/2020,10:21:28,15,0,17.3,1.0,137.6,136.1,2,1,1.00,CYCLE,N
IND,208,31602,59476,26/04/2020,10:24:12,15,1,5.5,1.0,224.3,224.2,2,1,0.57,CYCLE,S
IND,208,31602,59476,26/04/2020,10:24:12,15,1,5.5,1.0,0.0,0.0,2,1,0.57,CYCLE,S
IND,208,31602,59476,26/04/2020,10:24:55,15,1,20.5,1.0,43.1,41.9,2,1,1.00,CYCLE,S
IND,208,31602,59476,26/04/2020,10:25:02,15,1,17.6,1.0,6.7,6.6,2,1,1.00,CYCLE,S
IND,208,31602,59475,26/04/2020,10:26:04,15,0,10.7,1.1,275.3,275.1,2,1,1.00,CYCLE,N
IND,208,31602,59475,26/04/2020,10:32:34,15,0,4.6,1.0,390.6,390.6,2,1,0.36,CYCLE,N
IND,208,31602,59475,26/04/2020,10:32:34,15,0,4.6,1.0,0.0,0.0,2,1,0.36,CYCLE,N
IND,208,31602,59476,26/04/2020,10:43:04,15,1,17.5,1.0,472.4,472.2,2,1,1.00,CYCLE,S
IND,208,31602,59476,26/04/2020,10:43:05,15,1,15.1,1.1,1.6,1.4,2,1,1.00,CYCLE,S
IND,208,31602,59476,26/04/2020,10:43:28,15,1,26.5,1.0,23.0,22.7,2,1,1.00,CYCLE,S
IND,208,31602,59476,26/04/2020,10:43:30,15,1,26.1,1.1,1.3,1.2,2,1,1.00,CYCLE,S
IND,208,31602,59475,26/04/2020,10:43:55,15,0,19.6,1.1,680.7,679.0,2,1,1.00,CYCLE,N
IND,208,31602,59476,26/04/2020,10:46:49,15,1,16.0,1.0,199.7,199.6,2,1,1.00,CYCLE,S
IND,208,31602,59476,26/04/2020,10:47:11,15,1,26.0,1.0,22.0,21.7,2,1,1.00,CYCLE,S
IND,208,31602,59476,26/04/2020,10:48:43,15,1,3.6,0.4,91.7,92.0,2,1,1.00,CYCLE,S
IND,208,31602,59475,26/04/2020,10:57:38,15,0,14.3,1.1,823.0,822.8,2,1,1.00,CYCLE,N
IND,208,31602,59475,26/04/2020,10:57:41,15,0,16.1,1.0,3.1,2.8,2,1,1.00,CYCLE,N
IND,208,31602,59475,26/04/2020,10:57:55,15,0,13.4,0.7,13.9,13.6,2,1,1.00,CYCLE,N
IND,208,31602,59475,26/04/2020,10:57:59,15,0,12.5,1.0,3.8,3.6,2,1,1.00,CYCLE,N
IND,208,31602,59476,26/04/2020,10:59:26,15,1,19.4,1.1,642.7,642.4,2,1,1.00,CYCLE,S
IND,208,31602,59476,26/04/2020,10:59:28,15,1,21.6,1.0,2.5,2.3,2,1,1.00,CYCLE,S
IND,208,31602,59476,26/04/2020,10:59:30,15,1,22.7,1.0,1.5,1.4,2,1,1.00,CYCLE,S
IND,208,31602,59476,26/04/2020,10:59:36,15,1,20.3,1.0,5.9,5.7,2,1,0.80,CYCLE,S
IND,208,31602,59476,26/04/2020,10:59:54,15,1,21.3,1.0,18.7,18.5,2,1,1.00,CYCLE,S
IND,208,31602,59476,26/04/2020,11:00:04,15,1,18.9,1.1,9.8,9.6,2,1,1.00,CYCLE,S
IND,208,31602,59476,26/04/2020,11:00:05,15,1,18.9,1.1,0.7,0.5,2,1,1.00,CYCLE,S
IND,208,31602,59476,26/04/2020,11:02:14,15,1,25.0,1.1,129.1,128.9,2,1,1.00,CYCLE,S
IND,208,31602,59476,26/04/2020,11:02:18,15,1,23.4,1.1,4.0,3.8,2,1,1.00,CYCLE,S
IND,208,31602,59476,26/04/2020,11:02:19,15,1,22.5,1.1,1.2,1.1,2,1,1.00,CYCLE,S
IND,208,31602,59475,26/04/2020,11:02:34,15,0,5.7,1.0,274.9,274.8,2,1,0.67,CYCLE,N
IND,208,31602,59475,26/04/2020,11:06:05,15,0,17.8,1.1,211.0,209.9,2,1,1.00,CYCLE,N
IND,208,31602,59475,26/04/2020,11:06:30,15,0,15.6,1.1,25.0,24.7,2,1,1.00,CYCLE,N
IND,208,31602,59475,26/04/2020,11:06:30,15,0,15.0,1.1,0.5,0.3,2,1,1.00,CYCLE,N
IND,208,31602,59475,26/04/2020,11:07:38,15,0,12.6,0.9,68.2,67.9,2,1,1.00,CYCLE,N
IND,208,31602,59475,26/04/2020,11:07:43,15,0,16.3,1.1,4.5,4.2,2,1,1.00,CYCLE,N
IND,208,31602,59475,26/04/2020,11:11:41,15,0,21.7,1.0,238.1,237.8,2,1,1.00,CYCLE,N
IND,208,31602,59475,26/04/2020,11:12:22,15,0,13.3,1.0,41.7,41.5,2,1,1.00,CYCLE,N
IND,208,31602,59475,26/04/2020,11:14:10,15,0,16.1,1.1,107.4,107.2,2,1,1.00,CYCLE,N
IND,208,31602,59476,26/04/2020,11:14:14,15,1,24.3,1.1,715.2,715.0,2,1,1.00,CYCLE,S
IND,208,31602,59476,26/04/2020,11:14:20,15,1,18.8,1.0,5.6,5.4,2,1,1.00,CYCLE,S
IND,208,31602,59476,26/04/2020,11:14:20,15,1,18.7,1.0,0.4,0.2,2,1,1.00,CYCLE,S
IND,208,31602,59475,26/04/2020,11:18:04,15,0,14.7,1.0,234.1,233.9,2,1,1.00,CYCLE,N
IND,208,31602,59475,26/04/2020,11:18:06,15,0,15.8,1.0,2.2,2.0,2,1,1.00,CYCLE,N
IND,208,31602,59475,26/04/2020,11:22:10,15,0,21.7,1.1,243.4,243.2,2,1,1.00,CYCLE,N
IND,208,31602,59475,26/04/2020,11:30:29,15,0,12.4,1.0,499.0,498.8,2,1,1.00,CYCLE,N
IND,208,31602,59475,26/04/2020,11:30:30,15,0,13.2,1.2,1.8,1.5,2,1,1.00,CYCLE,N
IND,208,31602,59476,26/04/2020,11:32:29,15,1,14.2,0.9,1089.0,1088.9,2,1,1.00,CYCLE,S
IND,208,31602,59475,26/04/2020,11:35:36,15,0,20.1,1.0,305.8,305.5,2,1,1.00,CYCLE,N
IND,208,31602,59476,26/04/2020,11:35:44,15,1,21.2,1.2,194.6,194.3,2,1,1.00,CYCLE,S
IND,208,31602,59476,26/04/2020,11:40:37,15,1,20.4,1.0,293.0,292.8,2,1,1.00,CYCLE,S
IND,208,31602,59476,26/04/2020,11:40:38,15,1,21.0,1.0,1.1,0.9,2,1,1.00,CYCLE,S
IND,208,31602,59476,26/04/2020,11:40:40,15,1,21.9,1.1,1.6,1.4,2,1,1.00,CYCLE,S
IND,208,31602,59476,26/04/2020,11:40:40,15,1,21.5,1.0,0.7,0.5,2,1,1.00,CYCLE,S
IND,208,31602,59475,26/04/2020,11:51:02,15,0,22.4,1.0,925.5,925.3,2,1,1.00,CYCLE,N
IND,208,31602,59475,26/04/2020,11:51:02,15,0,21.4,1.0,0.5,0.4,2,1,1.00,CYCLE,N
