DATA_TYPE,TIS_DATA_REQUEST,SITE_XN_ROUTE,LOC_LEG,DATE,TIME,CLASS,LANE,SPEED,WHEELBASE,HEADWAY,GAP,AXLE,AXLE_GROUPING,RHO,VEHICLE,DIRECTION
IND,208,9999,32153,26/01/2015,00:12:57,15,2,20.1,1.0,0.0,0.0,2,1,1.00,CYCLE,S
IND,208,9999,32153,26/01/2015,00:14:49,15,2,21.9,1.0,111.5,111.3,2,1,1.00,CYCLE,S
IND,208,9999,32153,26/01/2015,00:22:21,15,2,15.7,1.1,452.3,452.2,2,1,1.00,CYCLE,S
IND,208,9999,20272,26/01/2015,00:22:28,15,1,33.5,1.1,758.6,758.3,2,1,1.00,CYCLE,N
IND,208,9999,32153,26/01/2015,00:23:49,15,2,13.4,1.0,87.8,87.5,2,1,1.00,CYCLE,S
IND,208,9999,32153,26/01/2015,00:34:53,15,2,20.3,1.1,355.7,355.5,2,1,1.00,CYCLE,S
IND,208,9999,20272,26/01/2015,00:39:45,15,1,26.2,1.0,1037.5,1037.4,2,1,1.00,CYCLE,N
IND,208,9999,20272,26/01/2015,00:39:46,15,1,24.5,1.0,1.0,0.8,2,1,1.00,CYCLE,N
IND,208,9999,32153,26/01/2015,00:40:40,15,2,23.1,1.1,346.9,346.7,2,1,1.00,CYCLE,S
IND,208,9999,20272,26/01/2015,00:41:01,15,1,16.3,1.0,74.9,74.8,2,1,1.00,CYCLE,N
IND,208,9999,32153,26/01/2015,00:43:33,15,2,17.4,1.1,172.8,172.6,2,1,1.00,CYCLE,S
IND,208,9999,32153,26/01/2015,00:43:46,15,2,16.6,1.1,13.7,13.4,2,1,1.00,CYCLE,S
IND,208,9999,32153,26/01/2015,00:48:13,15,2,25.6,1.0,92.7,92.5,2,1,1.00,CYCLE,S
IND,208,9999,20272,26/01/2015,00:56:45,15,1,23.7,1.0,943.8,943.5,2,1,1.00,CYCLE,N
IND,208,9999,32153,26/01/2015,01:02:42,15,2,28.1,1.0,869.3,869.1,2,1,1.00,CYCLE,S
IND,208,9999,20272,26/01/2015,01:03:17,15,1,25.3,1.0,392.0,391.9,2,1,1.00,CYCLE,N
IND,208,9999,20272,26/01/2015,01:04:50,15,1,21.2,1.0,92.9,92.7,2,1,1.00,CYCLE,N
IND,208,9999,20272,26/01/2015,01:04:51,15,1,21.0,1.0,0.6,0.4,2,1,1.00,CYCLE,N
IND,208,9999,32153,26/01/2015,01:05:09,15,2,15.1,1.1,146.9,146.8,2,1,1.00,CYCLE,S
IND,208,9999,32153,26/01/2015,01:14:40,15,2,21.3,1.0,570.7,570.5,2,1,1.00,CYCLE,S
IND,208,9999,20272,26/01/2015,01:17:07,15,1,21.1,1.0,103.4,103.2,2,1,1.00,CYCLE,N
IND,208,9999,32153,26/01/2015,01:21:57,15,2,26.0,1.0,437.0,436.9,2,1,1.00,CYCLE,S
IND,208,9999,32153,26/01/2015,01:36:15,15,2,31.4,1.1,857.9,857.8,2,1,1.00,CYCLE,S
IND,208,9999,20272,26/01/2015,01:40:56,15,1,23.9,1.0,458.7,458.3,2,1,1.00,CYCLE,N
IND,208,9999,32153,26/01/2015,01:41:27,15,2,18.4,1.1,312.2,312.1,2,1,1.00,CYCLE,S
IND,208,9999,32153,26/01/2015,02:24:01,15,2,17.7,1.0,2554.7,2554.5,2,1,1.00,CYCLE,S
IND,208,9999,20272,26/01/2015,02:24:56,15,1,20.7,1.0,800.3,800.3,2,1,1.00,CYCLE,N
IND,208,9999,20272,26/01/2015,02:54:52,15,1,26.5,1.0,1795.9,1795.7,2,1,1.00,CYCLE,N
IND,208,9999,32153,26/01/2015,03:05:56,15,2,19.9,1.0,292.7,292.3,2,1,1.00,CYCLE,S
IND,208,9999,32153,26/01/2015,03:17:34,15,2,21.0,1.0,698.2,698.0,2,1,1.00,CYCLE,S
IND,208,9999,32153,26/01/2015,03:36:02,15,2,20.3,1.1,1108.6,1108.4,2,1,1.00,CYCLE,S
IND,208,9999,20272,26/01/2015,03:42:48,15,1,26.6,1.0,2459.5,2459.2,2,1,1.00,CYCLE,N
IND,208,9999,20272,26/01/2015,03:50:45,15,1,22.6,1.0,477.5,477.3,2,1,1.00,CYCLE,N
IND,208,9999,20272,26/01/2015,04:04:25,15,1,22.6,1.0,820.3,820.1,2,1,1.00,CYCLE,N
IND,208,9999,32153,26/01/2015,04:20:17,15,2,16.7,1.1,2654.5,2654.3,2,1,1.00,CYCLE,S
IND,208,9999,32153,26/01/2015,04:35:23,15,2,16.6,1.1,905.7,905.4,2,1,1.00,CYCLE,S
IND,208,9999,20272,26/01/2015,04:35:59,15,1,28.2,1.0,103.0,102.9,2,1,1.00,CYCLE,N
IND,208,9999,32153,26/01/2015,04:40:26,15,2,23.8,1.0,302.9,302.7,2,1,1.00,CYCLE,S
IND,208,9999,20272,26/01/2015,04:48:54,15,1,22.7,1.0,774.6,774.5,2,1,1.00,CYCLE,N
IND,208,9999,32153,26/01/2015,04:53:35,15,2,24.8,1.0,789.3,789.1,2,1,1.00,CYCLE,S
IND,208,9999,32153,26/01/2015,04:54:58,15,2,23.4,1.0,83.1,83.0,2,1,1.00,CYCLE,S
IND,208,9999,32153,26/01/2015,05:03:26,15,2,17.3,1.0,507.6,507.4,2,1,1.00,CYCLE,S
IND,208,9999,20272,26/01/2015,05:06:43,15,1,19.1,1.0,1069.5,1069.3,2,1,1.00,CYCLE,N
IND,208,9999,32153,26/01/2015,05:22:41,15,2,26.6,1.0,1155.9,1155.7,2,1,1.00,CYCLE,S
IND,208,9999,32153,26/01/2015,05:35:14,15,2,18.4,1.1,752.8,752.7,2,1,1.00,CYCLE,S
IND,208,9999,32153,26/01/2015,05:35:36,15,2,22.3,1.0,21.6,21.4,2,1,1.00,CYCLE,S
IND,208,9999,32153,26/01/2015,05:39:00,15,2,22.4,1.0,203.8,203.6,2,1,1.00,CYCLE,S
IND,208,9999,32153,26/01/2015,05:39:57,15,2,27.0,1.0,57.0,56.9,2,1,1.00,CYCLE,S
IND,208,9999,20272,26/01/2015,05:40:49,15,1,23.6,1.0,2045.8,2045.6,2,1,1.00,CYCLE,N
IND,208,9999,32153,26/01/2015,05:44:27,15,2,21.1,1.0,270.2,270.1,2,1,1.00,CYCLE,S
IND,208,9999,32153,26/01/2015,05:45:24,15,2,14.0,1.0,57.6,57.4,2,1,1.00,CYCLE,S
