DATA_TYPE,TIS_DATA_REQUEST,SITE_XN_ROUTE,LOC_LEG,DATE,TIME,CLASS,LANE,SPEED,WHEELBASE,HEADWAY,GAP,AXLE,AXLE_GROUPING,RHO,VEHICLE,DIRECTION
IND,208,10486,31906,17/02/2020,00:13:38,15,1,16.6,1.1,0.0,0.0,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,00:34:50,15,1,22.8,1.1,670.2,669.8,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,01:34:42,15,1,20.9,1.0,216.7,216.3,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,02:10:21,15,1,12.9,1.0,761.6,761.4,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,03:11:37,15,1,17.5,1.0,1494.9,1494.1,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,03:19:45,15,1,19.1,1.0,487.6,487.4,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,04:44:56,15,1,25.7,1.0,129.2,128.9,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,04:45:54,15,1,15.1,1.0,56.5,56.1,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,04:45:55,15,1,14.3,1.0,1.3,1.1,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,04:49:57,15,1,20.2,1.2,23.1,22.8,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,04:51:59,15,1,25.5,1.0,121.7,121.5,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,05:40:34,15,1,24.3,1.0,2.2,1.8,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,05:48:11,15,1,17.5,1.0,47.7,47.4,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,05:49:03,15,1,25.2,1.0,52.0,51.8,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,05:50:16,15,1,20.6,1.0,73.4,73.2,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,06:03:28,15,1,16.4,1.0,43.9,42.8,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,06:08:02,15,1,23.2,1.0,273.4,273.2,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,06:24:38,15,1,18.3,1.0,4.1,3.9,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,06:25:25,15,1,14.4,1.0,47.2,47.0,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,06:27:37,15,1,27.2,1.0,21.2,20.9,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,06:32:22,15,1,18.4,1.0,42.0,41.8,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,06:38:09,15,1,20.6,1.0,25.1,24.8,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,06:40:20,15,1,11.1,1.1,56.9,56.5,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,06:44:03,15,1,18.3,1.1,10.1,9.7,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,06:46:56,15,1,24.0,1.1,60.6,60.3,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,06:47:26,15,1,22.3,1.1,3.5,3.2,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,06:48:49,15,1,19.2,1.1,52.5,52.2,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,06:49:08,15,1,22.2,1.1,19.5,19.3,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,06:53:00,15,1,17.6,1.0,29.5,29.3,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,06:53:36,15,1,19.7,1.0,35.3,35.1,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,06:56:08,15,1,19.9,1.0,78.3,78.2,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,06:57:02,15,1,21.6,1.1,14.3,13.9,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,07:04:17,15,1,23.8,1.1,183.9,183.5,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,07:08:00,15,1,16.4,1.0,222.1,222.0,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,07:12:50,15,1,23.0,1.0,4.7,4.4,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,07:21:38,15,1,26.3,1.0,181.5,181.0,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,07:21:39,15,1,31.4,1.0,1.1,0.9,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,07:24:02,15,1,28.4,0.8,13.1,12.9,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,07:27:49,15,1,23.5,1.0,226.4,226.3,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,07:32:17,15,1,17.9,1.2,36.9,36.6,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,07:34:24,15,1,21.1,1.1,115.8,115.5,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,07:37:06,15,1,27.0,1.0,71.8,71.5,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,07:39:57,15,1,23.1,0.9,124.1,123.8,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,07:41:35,15,1,28.8,1.0,93.3,93.0,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,07:41:36,15,1,29.4,1.0,0.5,0.3,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,07:45:00,15,1,20.0,1.0,34.4,34.0,2,1,1.00,CYCLE,N
IND,208,10486,31906,17/02/2020,07:45:14,15,1,22.6,1.0,8.3,8.0,2,1,1.00,CYCLE,N
