DATA_TYPE,TIS_DATA_REQUEST,SITE_XN_ROUTE,LOC_LEG,DATE,TIME,CLASS,LANE,SPEED,WHEELBASE,HEADWAY,GAP,AXLE,AXLE_GROUPING,RHO,VEHICLE,DIRECTION
IND,208,34215,63749,01/07/2019,10:38:28,15,2,21.0,1.1,129.4,128.6,2,1,1.00,CYCLE,S
IND,208,34215,63749,01/07/2019,10:38:29,15,2,21.5,1.2,0.7,0.5,2,1,1.00,CYCLE,S
IND,208,34215,63749,01/07/2019,10:40:19,15,2,30.7,1.1,11.9,11.6,2,1,1.00,CYCLE,S
IND,208,34215,63749,01/07/2019,10:44:42,15,2,24.9,1.0,16.2,15.9,2,1,1.00,CYCLE,S
IND,208,34215,63748,01/07/2019,10:45:17,15,1,17.5,1.1,203.8,203.4,2,1,1.00,CYCLE,N
IND,208,34215,63749,01/07/2019,10:46:53,15,2,21.7,1.1,95.2,94.8,2,1,1.00,CYCLE,S
IND,208,34215,63749,01/07/2019,10:49:47,15,2,22.7,1.0,12.2,11.7,2,1,1.00,CYCLE,S
IND,208,34215,63749,01/07/2019,10:57:34,15,2,21.7,1.1,20.7,20.4,2,1,1.00,CYCLE,S
IND,208,34215,63749,01/07/2019,10:58:31,15,2,21.6,1.1,57.6,57.4,2,1,1.00,CYCLE,S
IND,208,34215,63748,01/07/2019,11:00:01,15,1,23.5,1.0,235.4,234.8,2,1,1.00,CYCLE,N
IND,208,34215,63749,01/07/2019,11:03:06,15,2,21.3,1.0,37.8,37.4,2,1,1.00,CYCLE,S
IND,208,34215,63749,01/07/2019,11:11:21,15,0,12.9,0.4,1.6,1.2,2,1,1.00,CYCLE,S
IND,208,34215,63749,01/07/2019,11:13:58,15,2,24.4,1.0,51.0,50.7,2,1,1.00,CYCLE,S
IND,208,34215,63749,01/07/2019,11:34:50,15,2,18.7,0.9,57.3,56.9,2,1,1.00,CYCLE,S
IND,208,34215,63749,01/07/2019,11:38:48,15,2,25.5,1.1,138.6,137.9,2,1,1.00,CYCLE,S
IND,208,34215,63748,01/07/2019,11:41:55,15,1,16.6,1.1,14.1,13.8,2,1,1.00,CYCLE,N
IND,208,34215,63748,01/07/2019,11:59:15,15,1,12.4,1.0,85.1,84.8,2,1,1.00,CYCLE,N
IND,208,34215,63749,01/07/2019,12:03:05,15,2,27.2,1.1,36.1,36.1,2,1,1.00,CYCLE,S
IND,208,34215,63748,01/07/2019,12:13:50,15,1,20.1,1.0,78.1,77.7,2,1,1.00,CYCLE,N
IND,208,34215,63748,01/07/2019,12:20:49,15,1,14.0,1.0,41.2,40.8,2,1,1.00,CYCLE,N
IND,208,34215,63749,01/07/2019,12:22:39,15,2,21.3,1.1,146.1,145.7,2,1,1.00,CYCLE,S
IND,208,34215,63749,01/07/2019,12:28:31,15,2,22.8,1.1,24.7,24.3,2,1,1.00,CYCLE,S
IND,208,34215,63748,01/07/2019,12:42:06,15,1,17.3,1.0,145.3,145.1,2,1,1.00,CYCLE,N
IND,208,34215,63748,01/07/2019,12:44:47,15,1,19.8,1.0,49.5,49.0,2,1,1.00,CYCLE,N
IND,208,34215,63749,01/07/2019,12:46:39,15,2,14.2,1.1,78.6,78.3,2,1,1.00,CYCLE,S
