DATA_TYPE,TIS_DATA_REQUEST,SITE_XN_ROUTE,LOC_LEG,DATE,TIME,CLASS,LANE,SPEED,WHEELBASE,HEADWAY,GAP,AXLE,AXLE_GROUPING,RHO,VEHICLE,DIRECTION
IND,208,8184,59469,01/07/2019,00:28:30,15,0,31.6,1.0,0.0,0.0,2,1,1.00,CYCLE,N
IND,208,8184,59469,01/07/2019,01:05:54,15,0,20.6,1.0,2243.3,2243.2,2,1,1.00,CYCLE,N
IND,208,8184,59469,01/07/2019,02:06:42,15,0,28.4,1.0,3648.2,3648.1,2,1,1.00,CYCLE,N
IND,208,8184,59470,01/07/2019,04:55:40,15,1,27.2,1.1,16029.6,16029.7,2,1,1.00,CYCLE,S
IND,208,8184,59470,01/07/2019,05:00:27,15,1,28.5,1.0,287.0,286.9,2,1,1.00,CYCLE,S
IND,208,8184,59470,01/07/2019,05:10:07,15,1,30.3,1.0,580.2,580.0,2,1,1.00,CYCLE,S
IND,208,8184,59470,01/07/2019,05:13:30,15,1,29.5,1.1,203.0,202.9,2,1,1.00,CYCLE,S
IND,208,8184,59470,01/07/2019,05:15:52,15,1,34.9,1.0,141.4,141.3,2,1,1.00,CYCLE,S
IND,208,8184,59470,01/07/2019,05:20:21,15,1,33.7,1.0,268.9,268.8,2,1,1.00,CYCLE,S
IND,208,8184,59470,01/07/2019,05:33:43,15,1,29.3,1.0,802.9,802.8,2,1,1.00,CYCLE,S
IND,208,8184,59470,01/07/2019,05:41:39,15,1,30.1,1.0,475.6,475.5,2,1,1.00,CYCLE,S
IND,208,8184,59470,01/07/2019,05:45:38,15,1,26.9,1.0,239.4,239.3,2,1,1.00,CYCLE,S
IND,208,8184,59469,01/07/2019,05:45:55,15,0,31.0,1.0,13153.4,13153.3,2,1,1.00,CYCLE,N
IND,208,8184,59470,01/07/2019,05:46:25,15,1,31.2,1.1,46.9,46.8,2,1,1.00,CYCLE,S
IND,208,8184,59470,01/07/2019,05:47:31,15,1,27.2,1.0,66.0,65.9,2,1,1.00,CYCLE,S
IND,208,8184,59470,01/07/2019,05:48:18,15,1,26.4,1.1,46.2,46.1,2,1,1.00,CYCLE,S
IND,208,8184,59470,01/07/2019,05:49:23,15,1,28.5,1.0,65.9,65.7,2,1,1.00,CYCLE,S
IND,208,8184,59470,01/07/2019,05:49:45,15,1,26.4,1.0,21.5,21.4,2,1,1.00,CYCLE,S
IND,208,8184,59470,01/07/2019,05:49:53,15,1,32.5,1.0,7.6,7.4,2,1,1.00,CYCLE,S
IND,208,8184,59470,01/07/2019,05:50:13,15,1,31.1,1.1,20.0,19.9,2,1,1.00,CYCLE,S
IND,208,8184,59470,01/07/2019,05:52:28,15,1,28.4,1.1,135.6,135.5,2,1,1.00,CYCLE,S
IND,208,8184,59470,01/07/2019,05:56:22,15,1,25.1,1.0,233.9,233.7,2,1,1.00,CYCLE,S
IND,208,8184,59469,01/07/2019,05:57:20,15,0,28.5,1.1,685.1,685.0,2,1,1.00,CYCLE,N
IND,208,8184,59470,01/07/2019,05:58:49,15,1,28.6,1.0,146.8,146.6,2,1,1.00,CYCLE,S
IND,208,8184,59469,01/07/2019,06:00:31,15,0,32.4,1.0,190.5,190.3,2,1,1.00,CYCLE,N
