DATA_TYPE,TIS_DATA_REQUEST,SITE_XN_ROUTE,LOC_LEG,DATE,TIME,CLASS,LANE,SPEED,WHEELBASE,HEADWAY,GAP,AXLE,AXLE_GROUPING,RHO,VEHICLE,DIRECTION
IND,208,6596,59455,01/07/2019,00:42:49,15,1,13.4,1.0,0.0,0.1,2,1,1.00,CYCLE,S
IND,208,6596,59454,01/07/2019,03:04:10,15,0,17.4,1.0,8481.3,8481.3,2,1,0.89,CYCLE,N
IND,208,6596,59455,01/07/2019,04:38:37,15,1,15.5,1.0,14147.6,14147.2,2,1,0.67,CYCLE,S
IND,208,6596,59454,01/07/2019,05:04:14,15,0,18.1,1.1,7203.8,7203.5,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,05:19:04,15,0,20.9,1.1,889.3,889.1,2,1,1.00,CYCLE,N
IND,208,6596,59455,01/07/2019,05:24:46,15,1,21.8,1.1,2769.0,2768.8,2,1,1.00,CYCLE,S
IND,208,6596,59454,01/07/2019,05:25:20,15,0,18.2,1.1,376.3,376.1,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,05:27:41,15,0,21.4,1.0,140.7,140.5,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,05:31:31,15,0,21.0,1.0,230.5,230.3,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,05:36:18,15,0,15.7,1.1,286.9,286.7,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,05:46:41,15,0,23.8,1.1,623.5,623.3,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,05:54:19,15,0,26.8,1.0,457.8,457.6,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,05:56:51,15,0,20.2,1.0,152.0,151.9,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,06:04:16,15,0,23.3,1.0,444.6,444.4,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,06:04:23,15,0,26.5,1.0,6.9,6.7,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,06:08:07,15,0,19.8,1.1,224.5,224.3,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,06:08:26,15,0,24.2,1.0,18.8,18.6,2,1,0.67,CYCLE,N
IND,208,6596,59455,01/07/2019,06:16:18,15,1,22.3,1.1,3092.2,3092.1,2,1,1.00,CYCLE,S
IND,208,6596,59455,01/07/2019,06:18:45,15,1,20.5,1.1,146.9,146.8,2,1,1.00,CYCLE,S
IND,208,6596,59454,01/07/2019,06:18:49,15,0,22.4,1.0,623.0,622.8,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,06:20:32,15,0,23.1,1.1,103.2,103.1,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,06:22:56,15,0,18.7,1.0,143.6,143.4,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,06:26:47,15,0,19.7,1.0,230.9,230.7,2,1,0.57,CYCLE,N
IND,208,6596,59454,01/07/2019,06:27:17,15,0,22.8,1.0,30.7,30.5,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,06:27:59,15,0,21.8,1.0,42.0,41.8,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,06:30:48,15,0,18.9,1.0,169.1,169.0,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,06:31:32,15,0,25.9,1.0,43.5,43.3,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,06:32:21,15,0,20.1,1.1,49.2,49.1,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,06:38:11,15,0,22.9,1.2,349.9,349.7,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,06:45:34,15,0,18.0,1.0,443.2,443.0,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,06:47:44,15,0,21.1,1.0,129.4,129.2,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,06:49:01,15,0,23.9,1.1,77.4,77.2,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,06:49:53,15,0,21.7,1.0,52.2,52.1,2,1,0.57,CYCLE,N
IND,208,6596,59454,01/07/2019,06:49:53,15,0,21.7,1.0,0.0,0.0,2,1,0.57,CYCLE,N
IND,208,6596,59454,01/07/2019,06:50:25,15,0,22.4,1.0,32.2,31.9,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,06:51:00,15,0,26.1,1.1,34.2,34.1,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,06:52:13,15,0,21.2,1.1,73.3,73.1,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,06:52:49,15,0,23.4,1.0,36.0,35.8,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,06:54:12,15,0,17.6,1.0,83.4,83.3,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,06:55:19,15,0,20.9,1.0,66.8,66.5,2,1,1.00,CYCLE,N
IND,208,6596,59455,01/07/2019,06:56:37,15,1,22.4,1.0,2272.4,2272.2,2,1,1.00,CYCLE,S
IND,208,6596,59454,01/07/2019,06:58:07,15,0,27.7,1.1,168.3,168.1,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,06:58:08,15,0,26.8,1.0,0.4,0.3,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,06:59:37,15,0,24.0,1.1,89.1,88.9,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:00:53,15,0,25.8,1.0,75.7,75.5,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:03:52,15,0,21.4,1.0,179.1,178.9,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:06:22,15,0,16.4,1.1,149.9,149.7,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:07:22,15,0,24.9,1.0,60.6,60.3,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:07:23,15,0,24.2,1.0,0.9,0.7,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:08:41,15,0,22.1,1.0,77.9,77.7,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:09:36,15,0,17.2,1.1,54.7,54.5,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:09:51,15,0,19.9,1.0,15.1,14.9,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:10:32,15,0,23.9,1.0,40.9,40.7,2,1,0.57,CYCLE,N
IND,208,6596,59454,01/07/2019,07:10:40,15,0,25.6,1.1,8.1,8.0,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:11:08,15,0,26.3,1.1,28.6,28.5,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:11:16,15,0,14.9,1.1,7.2,7.0,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:11:30,15,0,14.8,1.1,14.0,13.7,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:11:44,15,0,16.8,1.0,14.6,14.3,2,1,0.80,CYCLE,N
IND,208,6596,59454,01/07/2019,07:11:49,15,0,23.9,1.0,4.6,4.4,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:12:16,15,0,16.6,1.1,27.1,27.0,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:12:19,15,0,18.6,1.0,2.9,2.7,2,1,0.80,CYCLE,N
IND,208,6596,59454,01/07/2019,07:13:16,15,0,21.3,1.0,57.6,57.4,2,1,0.80,CYCLE,N
IND,208,6596,59454,01/07/2019,07:14:45,15,0,24.3,1.0,11.3,11.0,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:15:22,15,0,22.9,1.0,37.5,37.3,2,1,0.33,CYCLE,N
IND,208,6596,59454,01/07/2019,07:15:22,15,0,22.9,1.0,0.0,0.0,2,1,0.33,CYCLE,N
IND,208,6596,59454,01/07/2019,07:15:33,15,0,18.7,1.1,11.0,10.3,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:16:19,15,0,21.0,1.0,46.3,46.1,2,1,1.00,CYCLE,N
IND,208,6596,59455,01/07/2019,07:16:33,15,1,32.3,1.1,1195.6,1195.5,2,1,1.00,CYCLE,S
IND,208,6596,59454,01/07/2019,07:17:05,15,0,21.0,1.1,45.5,45.3,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:17:11,15,0,20.6,1.1,5.9,5.7,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:17:24,15,0,25.4,1.0,13.7,13.5,2,1,1.00,CYCLE,N
IND,208,6596,59455,01/07/2019,07:17:48,15,1,23.2,1.1,74.9,74.8,2,1,1.00,CYCLE,S
IND,208,6596,59454,01/07/2019,07:18:12,15,0,18.9,1.0,47.8,47.6,2,1,1.00,CYCLE,N
IND,208,6596,59455,01/07/2019,07:18:13,15,1,20.2,1.0,25.2,25.0,2,1,1.00,CYCLE,S
IND,208,6596,59454,01/07/2019,07:18:59,15,0,19.0,1.0,46.4,46.2,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:19:10,15,0,18.8,1.0,11.8,11.6,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:19:25,15,0,17.6,1.0,14.3,14.0,2,1,0.75,CYCLE,N
IND,208,6596,59454,01/07/2019,07:19:55,15,0,20.6,1.0,30.7,30.5,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:20:30,15,0,25.3,1.0,34.7,34.5,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:21:21,15,0,15.8,1.1,51.1,50.9,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:21:40,15,0,20.8,1.1,19.5,19.3,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:22:10,15,0,21.2,1.0,29.9,29.7,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:24:00,15,0,23.4,1.0,109.7,109.5,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:24:32,15,0,24.7,1.0,32.1,31.9,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:25:02,15,0,23.3,1.0,29.9,29.7,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:25:39,15,0,26.5,1.2,37.3,37.2,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:26:07,15,0,20.4,1.0,28.0,27.8,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:26:46,15,0,23.4,1.0,38.6,38.5,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:27:25,15,0,21.1,1.0,38.7,38.6,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:27:44,15,0,20.0,1.0,19.5,19.3,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:27:59,15,0,20.9,1.1,14.3,14.1,2,1,1.00,CYCLE,N
IND,208,6596,59455,01/07/2019,07:28:26,15,1,18.4,1.0,612.6,612.4,2,1,1.00,CYCLE,S
IND,208,6596,59454,01/07/2019,07:28:28,15,0,19.1,1.0,29.8,29.6,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:28:33,15,0,22.1,1.1,4.9,4.7,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:28:40,15,0,19.6,1.0,7.0,6.9,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:28:41,15,0,18.8,1.0,0.4,0.3,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:28:59,15,0,25.1,1.0,17.8,17.6,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:29:04,15,0,22.6,1.1,5.1,4.9,2,1,1.00,CYCLE,N
IND,208,6596,59455,01/07/2019,07:29:41,15,1,24.1,1.0,75.8,75.5,2,1,1.00,CYCLE,S
IND,208,6596,59455,01/07/2019,07:29:43,15,1,24.0,1.0,1.3,1.1,2,1,1.00,CYCLE,S
IND,208,6596,59454,01/07/2019,07:30:02,15,0,21.8,1.0,37.7,37.3,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:30:03,15,0,22.3,1.0,0.8,0.6,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:30:03,15,0,22.7,1.0,0.4,0.3,2,1,0.80,CYCLE,N
IND,208,6596,59454,01/07/2019,07:30:15,15,0,19.5,1.1,11.4,11.2,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:30:18,15,0,24.6,1.0,3.0,2.8,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:30:21,15,0,24.1,1.0,3.3,3.1,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:30:29,15,0,17.9,1.0,8.5,8.3,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:30:53,15,0,21.2,1.0,23.4,23.2,2,1,0.92,CYCLE,N
IND,208,6596,59454,01/07/2019,07:30:53,15,0,21.2,1.0,0.0,0.0,2,1,0.92,CYCLE,N
IND,208,6596,59454,01/07/2019,07:30:53,15,0,21.2,1.0,0.0,0.0,2,1,0.92,CYCLE,N
IND,208,6596,59454,01/07/2019,07:31:12,15,0,21.8,1.0,19.5,18.3,2,1,0.67,CYCLE,N
IND,208,6596,59454,01/07/2019,07:31:12,15,0,21.8,1.0,0.0,0.0,2,1,0.67,CYCLE,N
IND,208,6596,59454,01/07/2019,07:31:28,15,0,19.6,1.0,15.9,15.6,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:31:39,15,0,16.2,1.0,11.3,11.1,2,1,0.57,CYCLE,N
IND,208,6596,59454,01/07/2019,07:31:39,15,0,16.2,1.0,0.0,0.0,2,1,0.57,CYCLE,N
IND,208,6596,59454,01/07/2019,07:32:39,15,0,21.7,1.1,59.0,58.7,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:32:47,15,0,21.0,1.0,8.8,8.6,2,1,0.40,CYCLE,N
IND,208,6596,59454,01/07/2019,07:33:22,15,0,16.5,1.0,34.4,34.3,2,1,0.67,CYCLE,N
IND,208,6596,59454,01/07/2019,07:33:23,15,0,16.2,1.1,1.0,0.6,2,1,1.00,CYCLE,N
IND,208,6596,59455,01/07/2019,07:33:51,15,1,23.9,1.0,248.6,248.4,2,1,1.00,CYCLE,S
IND,208,6596,59454,01/07/2019,07:33:56,15,0,24.9,1.0,32.9,32.7,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:34:27,15,0,19.5,1.0,31.8,31.7,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:34:43,15,0,24.7,1.0,15.9,15.8,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:35:00,15,0,21.1,1.1,16.9,16.8,2,1,1.00,CYCLE,N
IND,208,6596,59454,01/07/2019,07:35:02,15,0,18.0,1.0,2.3,2.1,2,1,1.00,CYCLE,N
