DATA_TYPE,TIS_DATA_REQUEST,SITE_XN_ROUTE,LOC_LEG,DATE,TIME,CLASS,LANE,SPEED,WHEELBASE,HEADWAY,GAP,AXLE,AXLE_GROUPING,RHO,VEHICLE,DIRECTION
IND,208,34315,63935,02/07/2019,05:32:31,15,1,18.0,1.0,0.0,0.1,2,1,1.00,CYCLE,W
IND,208,34315,63934,02/07/2019,05:39:10,15,0,15.0,1.1,399.4,399.4,2,1,1.00,CYCLE,E
IND,208,34315,63934,02/07/2019,05:54:49,15,0,14.1,1.0,939.3,939.1,2,1,1.00,CYCLE,E
IND,208,34315,63934,02/07/2019,05:54:50,15,0,17.4,1.0,0.7,0.4,2,1,1.00,CYCLE,E
IND,208,34315,63934,02/07/2019,06:00:48,15,0,23.4,1.0,358.1,357.9,2,1,1.00,CYCLE,E
IND,208,34315,63934,02/07/2019,06:00:51,15,0,22.9,1.0,3.1,3.0,2,1,1.00,CYCLE,E
IND,208,34315,63934,02/07/2019,06:00:55,15,0,21.9,1.0,3.7,3.5,2,1,1.00,CYCLE,E
IND,208,34315,63934,02/07/2019,06:00:57,15,0,20.1,1.0,2.5,2.3,2,1,1.00,CYCLE,E
IND,208,34315,63934,02/07/2019,06:00:59,15,0,20.1,1.0,1.4,1.2,2,1,1.00,CYCLE,E
IND,208,34315,63934,02/07/2019,06:00:59,15,0,21.0,1.0,0.4,0.2,2,1,1.00,CYCLE,E
IND,208,34315,63934,02/07/2019,06:01:00,15,0,20.2,1.0,0.7,0.5,2,1,1.00,CYCLE,E
IND,208,34315,63934,02/07/2019,06:06:49,15,0,26.0,1.0,349.1,348.9,2,1,1.00,CYCLE,E
IND,208,34315,63935,02/07/2019,06:09:50,15,1,14.6,1.0,2239.4,2239.2,2,1,1.00,CYCLE,W
IND,208,34315,63935,02/07/2019,06:27:53,15,1,19.2,1.0,1082.9,1082.7,2,1,1.00,CYCLE,W
IND,208,34315,63934,02/07/2019,06:35:04,15,0,22.5,1.0,1695.0,1694.9,2,1,1.00,CYCLE,E
IND,208,34315,63934,02/07/2019,06:41:15,15,0,21.3,1.0,34.8,34.8,2,1,1.00,CYCLE,E
IND,208,34315,63934,02/07/2019,06:41:39,15,0,20.8,1.0,23.9,23.8,2,1,1.00,CYCLE,E
IND,208,34315,63935,02/07/2019,06:45:01,15,1,19.3,1.0,1027.9,1027.7,2,1,1.00,CYCLE,W
IND,208,34315,63935,02/07/2019,06:49:52,15,1,26.3,1.0,291.6,291.4,2,1,1.00,CYCLE,W
IND,208,34315,63934,02/07/2019,06:51:27,15,0,35.1,1.0,587.1,587.0,2,1,1.00,CYCLE,E
IND,208,34315,63935,02/07/2019,06:53:42,15,1,19.1,1.0,229.9,229.8,2,1,1.00,CYCLE,W
IND,208,34315,63934,02/07/2019,06:54:01,15,0,9.7,1.0,154.4,154.3,2,1,1.00,CYCLE,E
IND,208,34315,63934,02/07/2019,06:54:03,15,0,15.1,1.0,2.1,1.7,2,1,1.00,CYCLE,E
IND,208,34315,63935,02/07/2019,06:54:37,15,1,19.3,1.1,54.6,54.4,2,1,1.00,CYCLE,W
IND,208,34315,63934,02/07/2019,06:54:52,15,0,25.1,1.1,48.6,48.4,2,1,1.00,CYCLE,E
IND,208,34315,63934,02/07/2019,06:59:33,15,0,17.9,1.0,280.9,280.8,2,1,1.00,CYCLE,E
IND,208,34315,63934,02/07/2019,07:01:41,15,0,25.3,1.0,128.5,128.3,2,1,1.00,CYCLE,E
IND,208,34315,63935,02/07/2019,07:06:37,15,1,21.3,1.0,720.2,720.0,2,1,1.00,CYCLE,W
IND,208,34315,63934,02/07/2019,07:07:54,15,0,18.4,1.1,373.4,373.2,2,1,1.00,CYCLE,E
IND,208,34315,63935,02/07/2019,07:09:08,15,1,19.4,1.0,150.8,150.7,2,1,1.00,CYCLE,W
IND,208,34315,63934,02/07/2019,07:13:07,15,0,19.0,1.0,312.0,311.8,2,1,1.00,CYCLE,E
IND,208,34315,63934,02/07/2019,07:13:07,15,0,20.8,1.0,0.7,0.5,2,1,1.00,CYCLE,E
IND,208,34315,63934,02/07/2019,07:13:09,15,0,23.5,1.0,1.4,1.2,2,1,1.00,CYCLE,E
IND,208,34315,63934,02/07/2019,07:13:11,15,0,21.8,1.0,2.4,2.3,2,1,1.00,CYCLE,E
IND,208,34315,63934,02/07/2019,07:13:51,15,0,19.3,1.0,40.1,40.0,2,1,1.00,CYCLE,E
IND,208,34315,63935,02/07/2019,07:15:45,15,1,19.7,1.0,397.5,397.3,2,1,1.00,CYCLE,W
IND,208,34315,63934,02/07/2019,07:22:15,15,0,25.6,1.0,504.0,503.8,2,1,1.00,CYCLE,E
IND,208,34315,63934,02/07/2019,07:23:15,15,0,22.3,1.0,59.8,59.6,2,1,1.00,CYCLE,E
IND,208,34315,63934,02/07/2019,07:25:13,15,0,19.3,1.0,118.3,118.2,2,1,1.00,CYCLE,E
IND,208,34315,63934,02/07/2019,07:26:37,15,0,21.6,1.0,84.0,83.8,2,1,1.00,CYCLE,E
IND,208,34315,63934,02/07/2019,07:26:39,15,0,20.2,1.0,1.4,1.3,2,1,1.00,CYCLE,E
IND,208,34315,63934,02/07/2019,07:31:40,15,0,23.2,1.1,301.7,301.5,2,1,1.00,CYCLE,E
IND,208,34315,63934,02/07/2019,07:34:08,15,0,18.9,1.0,148.1,147.9,2,1,1.00,CYCLE,E
IND,208,34315,63934,02/07/2019,07:35:40,15,0,23.7,1.0,91.2,91.0,2,1,1.00,CYCLE,E
